sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
090-099,Syphilis and other venereal diseases,0,,0.56,UNCHECKED,EQUAL,Sam,1717493950949,0,Sexually transmitted infectious disease,Condition,MAPS_TO,,Sam,1717493948806,,2000409223,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,
100-104,Other spirochaetal diseases,0,,0.72,UNCHECKED,EQUAL,Sam,1717493969431,0,Spirochetal infection,Condition,MAPS_TO,,Sam,1717493968416,,2000409224,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,
110-118,Mycoses,0,,1,UNCHECKED,EQUAL,Sam,1717493975795,0,Mycosis,Condition,MAPS_TO,,Sam,1717491340382,,2000409225,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,
120-129,Helminthiases,0,,0.85,UNCHECKED,EQUAL,Sam,1717493983383,0,Infection caused by Cestoda and/or Trematoda and/or Phylum Nemata,Condition,MAPS_TO,,Sam,1717491342804,,2000409226,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,2025-03-27 | conceptName changed from Helminth infection to Infection caused by Cestoda and/or Trematoda and/or Phylum Nemata
130-136,Other infectious and parasitic diseases,0,,0.76,UNCHECKED,EQUAL,Sam,1717493995205,0,Parasitic disease,Condition,MAPS_TO,,Sam,1717491353672,,2000409227,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,2025-03-27 | conceptName changed from Disease caused by parasite to Parasitic disease
137-139,Late effects of infectious and parasitic diseases,0,,0.81,UNCHECKED,EQUAL,Sam,1717494035201,0,Sequelae of infectious disease,Condition,MAPS_TO,,Sam,1717491366778,,2000409228,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,001-139,,,,,
140-239,Neoplasms,0,,0.75,UNCHECKED,EQUAL,Sam,1717494064165,0,Neoplastic disease,Condition,MAPS_TO,,Sam,1717494063506,,2000409229,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
140-149,"Malignant neoplasm of lip, oral cavity and pharynx",0,,1,UNCHECKED,EQUAL,Sam,1717494094914,0,"Malignant neoplasm of lip, oral cavity and pharynx",Condition,MAPS_TO,,Sam,1717491380590,,2000409230,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
150-159,Malignant neoplasm of digestive organs and peritoneum,0,,0.75,UNCHECKED,EQUAL,Sam,1717494169351,0,Malignant tumor of digestive organ,Condition,MAPS_TO,,Sam,1717494162178,,2000409231,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
160-165,Malignant neoplasm of respiratory and intrathoracic organs,0,,0.79,UNCHECKED,EQUAL,Sam,1717494197839,0,Malignant neoplasm of respiratory system,Condition,MAPS_TO,,Sam,1717494197239,,2000409232,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
170-176,"Malignant neoplasm of bone, connective tissue, skin and breast",0,,1,UNCHECKED,EQUAL,Sam,1717494209201,0,"Malignant neoplasm of bone, connective tissue, skin and breast",Condition,MAPS_TO,,Sam,1717491380466,,2000409233,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
179-189,Malignant neoplasm of genito-urinary organs,0,,0.8,UNCHECKED,EQUAL,Sam,1717494216395,0,Malignant neoplasm of genitourinary organ,Condition,MAPS_TO,,Sam,1717491389913,,2000409234,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
190-199,Malignant neoplasm of other and unspecified sites,0,,0.79,UNCHECKED,EQUAL,Sam,1717494245072,0,Malignant neoplastic disease,Condition,MAPS_TO,,Sam,1717494244603,,2000409235,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
200-208,Malignant neoplasm of lymphatic and haematopoietic tissue,0,,0.95,UNCHECKED,EQUAL,Sam,1717494277266,0,Malignant tumor of lymphoid hemopoietic and related tissue,Condition,MAPS_TO,,Sam,1717491416442,,2000409236,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
210-229,Benign neoplasms,0,,0.87,UNCHECKED,EQUAL,Sam,1717494317771,0,Benign neoplastic disease,Condition,MAPS_TO,,Sam,1717494317189,,2000409237,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
230-234,Carcinoma in situ,0,,1,UNCHECKED,EQUAL,Sam,1717494464195,0,Carcinoma in situ,Condition,MAPS_TO,,Sam,1717494463649,,2000409238,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
235-238,Neoplasms of uncertain behaviour,0,,1,UNCHECKED,EQUAL,Sam,1717494412898,0,Neoplastic disease of uncertain behavior,Condition,MAPS_TO,,Sam,1717491326720,,2000409239,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,140-239,,,,,
239-239,Neoplasms of unspecified nature,0,,0.57,UNCHECKED,EQUAL,Sam,1717494546735,0,Neoplastic disease,Condition,MAPS_TO,,Sam,1717494546221,,2000409240,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,,,,,,
240-279,"Endocrine, Nutritional And Metabolic Diseases, And Immunity Disorders",0,,0.67,UNCHECKED,EQUAL,Sam,1717494794035,0,Metabolic disease,Condition,MAPS_TO,,Sam,1717494793153,,2000409241,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
240-246,Disorders of thyroid gland,0,,0.88,UNCHECKED,EQUAL,Sam,1717494842232,0,Disorder of thyroid gland,Condition,MAPS_TO,,Sam,1717491437902,,2000409242,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,240-279,,,,,
250-259,Diseases of other endocrine glands,0,,0.75,UNCHECKED,EQUAL,Sam,1717494859660,0,Disorder of endocrine system,Condition,MAPS_TO,,Sam,1717494858925,,2000409243,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,240-279,,,,,
260-269,Nutritional deficiencies,0,,1,UNCHECKED,EQUAL,Sam,1717494991811,0,Nutritional deficiency disorder,Condition,MAPS_TO,,Sam,1717491452061,,2000409244,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,240-279,,,,,
270-279,Other metabolic disorders and immunity disorders,0,,0.62,UNCHECKED,EQUAL,Sam,1717495036495,0,Disorder of endocrine system,Condition,MAPS_TO,,Sam,1717495035949,,2000409245,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,240-279,,,,,
280-289,Diseases Of The Blood And Blood-Forming Organs,0,,0.45,UNCHECKED,EQUAL,Sam,1717495082900,0,Disorder of hematopoietic structure,Condition,MAPS_TO,,Sam,1717495077803,,2000409246,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
290-319,Mental Disorders,0,,0.91,UNCHECKED,EQUAL,Sam,1717495134563,0,Mental disorder,Condition,MAPS_TO,,Sam,1717491398574,,2000409247,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
290-294,Organic psychotic conditions,0,,0.98,UNCHECKED,EQUAL,Sam,1717495167933,0,Organic psychotic condition,Condition,MAPS_TO,,Sam,1717491405099,,2000409248,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,290-319,,,,,
295-299,Other psychoses,0,,0.73,UNCHECKED,UNREVIEWED,,0,0,Non-organic psychosis,Condition,MAPS_TO,,Sam,1717495256777,,2000409249,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,290-319,,,,,
300-316,"Neurotic disorders, personality disorders and other nonpsychotic mental disorders",0,,0.72,UNCHECKED,EQUAL,Sam,1717495319203,0,Mental disorder,Condition,MAPS_TO,,Sam,1717495318664,,2000409250,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,290-319,,,,,
317-319,Mental retardation,0,,1,UNCHECKED,EQUAL,Sam,1717495335304,0,Intellectual disability,Condition,MAPS_TO,,Sam,1717491430502,,2000409251,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,290-319,,,,,
320-389,Diseases Of The Nervous System And Sense Organs,0,,0.85,UNCHECKED,EQUAL,Sam,1717495368270,0,Nervous system and sense organ diseases,Condition,MAPS_TO,,Sam,1717491440240,,2000409252,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
320-326,Inflammatory diseases of the central nervous system,0,,0.96,UNCHECKED,EQUAL,Sam,1717495380844,0,Inflammatory disease of the central nervous system,Condition,MAPS_TO,,Sam,1717491454626,,2000409253,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
330-337,Hereditary and degenerative diseases of the central nervous system,0,,0.87,UNCHECKED,EQUAL,Sam,1717495665279,0,Hereditary disorder of nervous system,Condition,MAPS_TO,,Sam,1717495661193,,2000409254,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
340-349,Other disorders of the central nervous system,0,,0.87,UNCHECKED,EQUAL,Sam,1717495680182,0,Disorder of the central nervous system,Condition,MAPS_TO,,Sam,1717491485079,,2000409255,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
350-359,Disorders of the peripheral nervous system,0,,0.92,UNCHECKED,EQUAL,Sam,1717495917055,0,Disorder of the peripheral nervous system,Condition,MAPS_TO,,Sam,1717491496248,,2000409256,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
360-379,Disorders of the eye and adnexa,0,,0.6,UNCHECKED,EQUAL,Sam,1717495970925,0,Disorder of eye region,Condition,MAPS_TO,,Sam,1717495970313,,2000409257,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
380-389,Diseases of the ear and mastoid process,0,,0.54,UNCHECKED,EQUAL,Sam,1717496024431,0,Disorder of ear,Condition,MAPS_TO,,Sam,1717496023776,,2000409258,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,320-389,,,,,
390-459,Diseases Of The Circulatory System,0,,0.8,UNCHECKED,EQUAL,Sam,1717496063952,0,Disorder of cardiovascular system,Condition,MAPS_TO,,Sam,1717491418482,,2000409259,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
390-392,Acute rheumatic fever,0,,1,UNCHECKED,EQUAL,Sam,1717496072330,0,Acute rheumatic fever,Condition,MAPS_TO,,Sam,1717491423209,,2000409260,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
393-398,Chronic rheumatic heart disease,0,,1,UNCHECKED,EQUAL,Sam,1717496081494,0,Rheumatic heart disease,Condition,MAPS_TO,,Sam,1717491429027,,2000409261,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
401-405,Hypertensive disease,0,,0.87,UNCHECKED,EQUAL,Sam,1717496106609,0,Hypertensive disorder,Condition,MAPS_TO,,Sam,1717496105781,,2000409262,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
410-414,Ischaemic heart disease,0,,1,UNCHECKED,EQUAL,Sam,1717496146207,0,Ischemic heart disease,Condition,MAPS_TO,,Sam,1717491321030,,2000409263,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
415-417,Diseases of pulmonary circulation,0,,0.81,UNCHECKED,EQUAL,Sam,1717496185786,0,Disorder of pulmonary circulation,Condition,MAPS_TO,,Sam,1717491328965,,2000409264,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
420-429,Other forms of heart disease,0,,0.69,UNCHECKED,EQUAL,Sam,1717496200335,0,Heart disease,Condition,MAPS_TO,,Sam,1717496199262,,2000409265,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
430-438,Cerebrovascular disease,0,,1,UNCHECKED,EQUAL,Sam,1717496217840,0,Cerebrovascular disease,Condition,MAPS_TO,,Sam,1717496215672,,2000409266,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
440-448,"Diseases of arteries, arterioles and capillaries",0,,0.5,UNCHECKED,EQUAL,Sam,1717496269597,0,Vascular disorder,Condition,MAPS_TO,,Sam,1717496269107,,2000409267,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
451-459,"Diseases of veins and lymphatics, and other diseases of circulatory system",0,,0.53,UNCHECKED,EQUAL,Sam,1717496279167,0,Disorder of cardiovascular system,Condition,MAPS_TO,,Sam,1717491363694,,2000409268,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,390-459,,,,,
460-519,Diseases Of The Respiratory System,0,,0.78,UNCHECKED,EQUAL,Sam,1717496288783,0,Disorder of respiratory system,Condition,MAPS_TO,,Sam,1717491372397,,2000409269,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
460-466,Acute respiratory infections,0,,1,UNCHECKED,EQUAL,Sam,1717496304526,0,Acute respiratory infections,Condition,MAPS_TO,,Sam,1717491379808,,2000409270,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,
470-478,Other diseases of upper respiratory tract,0,,0.87,UNCHECKED,EQUAL,Sam,1717496345350,0,Disorder of upper respiratory system,Condition,MAPS_TO,,Sam,1717491389061,,2000409271,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,
480-487,Pneumonia and influenza,0,,1,UNCHECKED,EQUAL,Sam,1717496372277,0,Pneumonia and influenza,Condition,MAPS_TO,,Sam,1717491475360,,2000409272,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,
490-496,Chronic obstructive pulmonary disease and allied conditions,0,,0.83,UNCHECKED,UNREVIEWED,,0,0,Chronic obstructive pulmonary disease,Condition,MAPS_TO,,Sam,1717496757665,,2000409273,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,2025-03-27 | conceptName changed from Chronic obstructive lung disease to Chronic obstructive pulmonary disease
500-508,Pneumoconioses and other lung diseases due to external agents,0,,0.69,UNCHECKED,UNREVIEWED,,0,0,Lung disease due to external agents,Condition,MAPS_TO,,Sam,1717497105299,,2000409274,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,
510-519,Other diseases of respiratory system,0,,0.78,UNCHECKED,EQUAL,Sam,1717497166774,0,Disorder of respiratory system,Condition,MAPS_TO,,Sam,1717491510273,,2000409275,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,460-519,,,,,
520-579,Diseases Of The Digestive System,0,,0.79,UNCHECKED,EQUAL,Sam,1717497252081,0,Disorder of digestive system,Condition,MAPS_TO,,Sam,1717491514897,,2000409276,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
520-529,"Diseases of oral cavity, salivary glands and jaws",0,,0.57,UNCHECKED,EQUAL,Sam,1717497270350,0,Disease of mouth,Condition,MAPS_TO,,Sam,1717497268757,,2000409277,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
530-537,"Diseases of oesophagus, stomach and duodenum",0,,0.85,UNCHECKED,EQUAL,Sam,1717497294167,0,Disorder of stomach,Condition,MAPS_TO,,Sam,1717497293684,,2000409278,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
540-543,Appendicitis,0,,1,UNCHECKED,EQUAL,Sam,1717497329618,0,Appendicitis,Condition,MAPS_TO,,Sam,1717491491301,,2000409279,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
550-553,Hernia of abdominal cavity,0,,1,UNCHECKED,EQUAL,Sam,1717497336537,0,Hernia of abdominal cavity,Condition,MAPS_TO,,Sam,1717491497949,,2000409280,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
555-558,Non-infective enteritis and colitis,0,,1,UNCHECKED,EQUAL,Sam,1717497375663,0,Noninfective enteritis and colitis,Condition,MAPS_TO,,Sam,1717491505805,,2000409281,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,2025-03-27 | conceptName changed from Non-infective enteritis and colitis to Noninfective enteritis and colitis
560-569,Other diseases of intestines and peritoneum,0,,0.47,UNCHECKED,EQUAL,Sam,1717497425192,0,Disorder of digestive system,Condition,MAPS_TO,,Sam,1717497424107,,2000409282,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
570-579,Other diseases of digestive system,0,,0.77,UNCHECKED,EQUAL,Sam,1717497436389,0,Disorder of digestive system,Condition,MAPS_TO,,Sam,1717491437126,,2000409283,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,520-579,,,,,
580-629,Diseases Of The Genitourinary System,0,,0.81,UNCHECKED,EQUAL,Sam,1717497448633,0,Disorder of the genitourinary system,Condition,MAPS_TO,,Sam,1717491446070,,2000409284,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
580-589,"Nephritis, nephrotic syndrome and nephrosis",0,,0.73,UNCHECKED,EQUAL,Sam,1717497488311,0,Kidney disease,Condition,MAPS_TO,,Sam,1717497487796,,2000409285,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
590-599,Other diseases of urinary system,0,,0.72,UNCHECKED,EQUAL,Sam,1717497497559,0,Disorder of the urinary system,Condition,MAPS_TO,,Sam,1717491460218,,2000409286,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
600-608,Diseases of male genital organs,0,,0.79,UNCHECKED,EQUAL,Sam,1717497506926,0,Disorder of male genital organ,Condition,MAPS_TO,,Sam,1717491469387,,2000409287,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
610-611,Disorders of breast,0,,0.8,UNCHECKED,EQUAL,Sam,1717497543310,0,Disorder of breast,Condition,MAPS_TO,,Sam,1717491474240,,2000409288,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
614-616,Inflammatory disease of female pelvic organs,0,,0.85,UNCHECKED,EQUAL,Sam,1717497635357,0,Female pelvic inflammatory disease,Condition,MAPS_TO,,Sam,1717491484662,,2000409289,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
617-629,Other disorders of female genital tract,0,,0.82,UNCHECKED,EQUAL,Sam,1717497745855,0,Disorder of female genital system,Condition,MAPS_TO,,Sam,1717491496283,,2000409290,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,580-629,,,,,
630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium",0,,0.87,UNCHECKED,EQUAL,Sam,1717497802123,0,"Complication of pregnancy, childbirth and/or puerperium",Condition,MAPS_TO,,Sam,1717497801307,,2000409291,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
630-633,Ectopic and molar pregnancy,0,,0.84,UNCHECKED,UNREVIEWED,,0,0,Ectopic pregnancy,Condition,MAPS_TO,,Sam,1717499129302,,2000409292,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
634-639,Other pregnancy with abortive outcome,0,,0.95,UNCHECKED,UNREVIEWED,,0,0,Pregnancy with abortive outcome,Condition,MAPS_TO,,Sam,1717491488364,,2000409293,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
640-648,Complications mainly related to pregnancy,0,,0.58,UNCHECKED,EQUAL,Sam,1717499749714,0,Complication occurring during pregnancy,Condition,MAPS_TO,,Sam,1717499749058,,2000409294,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
650-659,"Normal delivery and other indications for care in pregnancy, labour and delivery",0,,0.46,UNCHECKED,EQUAL,Sam,1717500062742,0,Delivery AND/OR maternal condition affecting management,Condition,MAPS_TO,,Sam,1717500061652,,2000409295,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
660-669,Complications occurring mainly in the course of labour and delivery,0,,0.7,UNCHECKED,EQUAL,Sam,1717500110236,0,Complication occurring during labor and delivery,Condition,MAPS_TO,,Sam,1717491520319,,2000409296,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
670-677,Complications of the puerperium,0,,1,UNCHECKED,EQUAL,Sam,1717500123417,0,Complication of the puerperium,Condition,MAPS_TO,,Sam,1717491426628,,2000409297,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,630-679,,,,,
680-709,Diseases Of The Skin And Subcutaneous Tissue,0,,0.84,UNCHECKED,EQUAL,Sam,1717500135271,0,Disorder of skin and/or subcutaneous tissue,Condition,MAPS_TO,,Sam,1717491438289,,2000409298,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
680-686,Infections of skin and subcutaneous tissue,0,,0.89,UNCHECKED,EQUAL,Sam,1717500142155,0,Infection of skin and/or subcutaneous tissue,Condition,MAPS_TO,,Sam,1717491448175,,2000409299,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,680-709,,,,,
690-698,Other inflammatory conditions of skin and subcutaneous tissue,0,,0.71,UNCHECKED,EQUAL,Sam,1717500159761,0,Inflammation of skin and/or subcutaneous tissue,Condition,MAPS_TO,,Sam,1717491463267,,2000409300,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,680-709,,,,,
700-709,Other diseases of skin and subcutaneous tissue,0,,0.84,UNCHECKED,EQUAL,Sam,1717500172987,0,Disorder of skin and/or subcutaneous tissue,Condition,MAPS_TO,,Sam,1717491474149,,2000409301,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,680-709,,,,,
710-739,Diseases Of The Musculoskeletal System And Connective Tissue,0,,0.75,UNCHECKED,EQUAL,Sam,1717500186535,0,Musculoskeletal and connective tissue disorder,Condition,MAPS_TO,,Sam,1717491329786,,2000409302,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
710-719,Arthropathies and related disorders,0,,0.49,UNCHECKED,EQUAL,Sam,1717500235905,0,Arthropathy,Condition,MAPS_TO,,Sam,1717500234135,,2000409303,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,710-739,,,,,
720-724,Dorsopathies,0,,0.62,UNCHECKED,EQUAL,Sam,1717500443163,0,Disorder of vertebral column,Condition,MAPS_TO,,Sam,1717500442617,,2000409304,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,710-739,,,,,
725-729,"Rheumatism, excluding the back",0,,1,UNCHECKED,EQUAL,Sam,1717500482322,0,"Rheumatism, excluding the back",Condition,MAPS_TO,,Sam,1717491345921,,2000409305,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,710-739,,,,,
730-739,"Osteopathies, chondropathies and acquired musculoskeletal deformities",0,,1,UNCHECKED,EQUAL,Sam,1717500508292,0,"Osteopathies, chondropathies and acquired musculoskeletal deformities",Condition,MAPS_TO,,Sam,1717491359945,,2000409306,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,710-739,,,,,
740-759,Congenital Anomalies,0,,1,UNCHECKED,EQUAL,Sam,1717500543874,0,Congenital malformation,Condition,MAPS_TO,,Sam,1717500543129,,2000409307,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
760-779,Certain Conditions Originating In The Perinatal Period,0,,0.74,UNCHECKED,UNREVIEWED,,0,0,Perinatal disorder,Condition,MAPS_TO,,Sam,1717500606687,,2000409308,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
760-763,Maternal causes of perinatal morbidity and mortality,0,,0.81,UNCHECKED,UNREVIEWED,,0,0,All causes of morbidity and mortality,Observation,MAPS_TO,,Sam,1717491392088,,2000409309,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,760-779,,,,,
764-779,Other conditions originating in the perinatal period,0,,0.77,UNCHECKED,EQUAL,Sam,1717500838726,0,Condition in fetus originating in the perinatal period,Condition,MAPS_TO,,Sam,1717491408666,,2000409310,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,760-779,,,,,
780-799,"Symptoms, Signs, And Ill-Defined Conditions",0,,0.53,UNCHECKED,EQUAL,Sam,1717501039965,0,Clinical finding,Condition,MAPS_TO,,Sam,1717500875311,,2000409311,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,2025-05-19 | domainId updated from Observation to Condition | 2025-03-27 | domainId updated from Condition to Observation
780-789,Symptoms,0,,0.94,UNCHECKED,UNREVIEWED,,0,0,Clinical finding,Condition,MAPS_TO,,Sam,1717501060558,,2000409312,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,780-799,,,,,2025-05-19 | domainId updated from Observation to Condition | 2025-03-27 | domainId updated from Condition to Observation
790-796,Nonspecific abnormal findings,0,,0.74,UNCHECKED,EQUAL,Sam,1717501109467,0,Abnormal finding on evaluation procedure,Condition,MAPS_TO,,Sam,1717501108219,,2000409313,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,780-799,,,,,
797-799,Ill-defined and unknown causes of morbidity and mortality,0,,0.63,UNCHECKED,UNREVIEWED,,0,0,Disease,Condition,MAPS_TO,,Sam,1717501168259,,2000409314,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,780-799,,,,,
800-999,Injury And Poisoning,0,,0.61,UNCHECKED,EQUAL,Sam,1717503005221,0,Traumatic or non-traumatic injury,Condition,MAPS_TO,,Sam,1717503004347,,2000409315,ICD9fi Chapter,Condition,1970-01-01,2099-12-31,,,,,,
800-804,Fracture of skull,0,,1,UNCHECKED,EQUAL,Sam,1717503032810,0,Fracture of skull,Condition,MAPS_TO,,Sam,1717503032250,,2000409316,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
805-809,Fracture of neck and trunk,0,,1,UNCHECKED,EQUAL,Sam,1717503057359,0,Fracture of neck and trunk,Condition,MAPS_TO,,Sam,1717491319940,,2000409317,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
810-819,Fracture of upper limb,0,,1,UNCHECKED,EQUAL,Sam,1717503087735,0,Fracture of upper limb,Condition,MAPS_TO,,Sam,1717491325400,,2000409318,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
820-829,Fracture of lower limb,0,,1,UNCHECKED,EQUAL,Sam,1717503105934,0,Fracture of lower limb,Condition,MAPS_TO,,Sam,1717491330767,,2000409319,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
830-839,Dislocation,0,,1,UNCHECKED,UNREVIEWED,,0,0,Dislocation of joint,Condition,MAPS_TO,,Sam,1717503340567,,2000409320,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
840-848,Sprains and strains of joints and adjacent muscles,0,,0.5,UNCHECKED,EQUAL,Sam,1717503378255,0,Sprain of ligament,Condition,MAPS_TO,,Sam,1717503377701,,2000409321,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
850-854,"Intracranial injury, excluding those with skull fracture",0,,0.75,UNCHECKED,EQUAL,Sam,1717503429791,0,Intracranial injury,Condition,MAPS_TO,,Sam,1717503429116,,2000409322,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
860-869,"Internal injury of chest, abdomen and pelvis",0,,1,UNCHECKED,EQUAL,Sam,1717503443788,0,"Internal injury of chest, abdomen and pelvis",Condition,MAPS_TO,,Sam,1717491434656,,2000409323,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
870-879,"Open wound of head, neck and trunk",0,,1,UNCHECKED,EQUAL,Sam,1717503462083,0,"Open wound of head, neck and trunk",Condition,MAPS_TO,,Sam,1717491441628,,2000409324,ICD9fi SubChapter,Condition,1970-01-01,2099-12-31,800-999,,,,,
