OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	value_source	n_records	n_subjects
-1	e-hemoglobiini,keskimassakonsentraatio,vieritutkimus	g/l	Source	30	23
-1	b-trombosyytit,vieritutkimus	e9/l	Source	30	23
-1	s-ia2ab	ru	Source	9	9
-1	dehydroepiandrosteroni,sulfaatti	umol/l	Source	12	10
-1	as-sameus		Source	25	19
-1	maapähe	u/ml	Source	6	6
-1	maitoe		Extracted	12	11
-1	b-siklosporiinia,massaspektrometrinen		Extracted	12	10
3008295	s-osmolaliteetti		Extracted	21	21
-1	s-borabc6	au	Source	14	14
-1	hoitajienglukoosi		Source	14	14
-1	oma-u-tutk,u-gluk		Extracted	15	10
-1	b-trom-s		Extracted	9	7
3004280	s-aldos-m		Extracted	21	21
-1	hasselpähk	u/ml	Source	10	10
3012494	maapähkinä	u/ml	Source	24	21
3023939	s-sjögreninsyndroma,a(ro)-vasta-aineet	u/ml	Source	23	16
-1	s-fosfaatti	mmol/l	Source	13	12
3021952	s-afos-is	u/l	Source	26	19
-1	s-sulfabm		Source	20	11
-1	u-osmolaliteetti,virtsasta	mosm/kgh2o	Source	23	22
-1	vb-natrium	mmol/l	Source	7	7
-1	s-klobat		Extracted	17	10
-1	s-norklob		Extracted	17	9
-1	s-hevohie	form	Source	12	11
-1	s-kissa	form	Source	8	7
-1	s-koira	form	Source	8	7
-1	s-dpteroe	form	Source	18	17
-1	s-claher	form	Source	8	7
-1	pt-no-ex	form	Source	15	13
-1	s-osmol	form	Source	19	14
-1	s-lakosam	mg/l	Source	9	8
-1	prostataspesifinenantigeeni,vapaa/kokonais-suhde	%	Source	30	18
-1	basofiilit,osatutkimus(9112l-baso)	%	Source	6	6
-1	eosinofiilit,osatutkimus(9113l-eos)	%	Source	6	6
-1	l-ly,osatutkimus(9116l-ly)	%	Source	6	6
-1	monosyytit,osatutkimus(9117l-monos)	%	Source	6	6
-1	l-neut,osatutkimus(9122l-neut)	%	Source	6	6
-1	s-bor-abm	au/ml	Source	13	12
-1	b-hkrhoi	osuus	Source	18	18
3037551	s-ca125kj	u/ml	Source	12	11
3041365	s-hsvabg		Extracted	20	20
40763571	transf-sat		Extracted	19	18
-1	b-neutrofiilit,kiireellinentutkimus	e9/l	Source	58	32
-1	leukosyytit,pvkosatutkimus	1	Source	37	21
-1	p-fidd,osoituspika		Source	11	10
-1	p-glukoosi,pikamittari		Source	6	6
-1	u-tublier	u/field	Source	22	21
-1	u-tilav.		Source	8	7
-1	s-hsv1abg	u/ml	Source	12	12
-1	-amftulos		Source	29	24
-1	-opitulos		Source	17	15
-1	vuoto-oirekyselynpistemäärä?		Extracted	23	23
-1	b-keto-ospkl		Source	9	6
-1	vb-gluk-vt		Extracted	18	18
-1	e-6-tgn	umol/l	Source	18	17
-1	e-6-me-mp	umol/l	Source	21	19
-1	verensokeri,vieritutkimus		Source	17	16
-1	b-ohbuhoi	mmol/l	Source	21	17
-1	proteiini,nivelneste	g/l	Source	6	6
-1	du-kalium	mmol	Source	14	12
-1	du-sitraatti	mg/24h	Source	11	8
-1	suhteellinentiheys	ratio	Source	17	6
-1	s-cmvcf	titre	Source	10	10
-1	s-i	nmol/l	Source	12	12
-1	s-parvorokkovirus,iggvasta-aineet	iu/ml	Source	10	7
-1	s-puumavi		Source	16	15
3006504	eosin		Extracted	441	28
3018010	neutrof		Extracted	86	13
3002030	lymfos		Extracted	168	23
3018251	fp-gluk0h	mmol/l	Source	20	11
-1	dna,vasta-aineet,natiivi(doublestranded,eia)		Extracted	6	6
3026515	s-parvabm		Source	16	15
-1	sukupuolihormonejasitovaglobuliini,plasmasta	nmol/l	Source	12	11
-1	proteiini(kval)		Source	12	12
-1	glukoosi(kval)		Source	18	18
-1	erytrosyytit		Source	10	10
3021601	nitriitti(kval)		Source	14	14
3045414	leukosyytit(kval)		Source	8	8
-1	9989glutamyylitransferaasi,plasmasta		Extracted	29	24
-1	s-gd1aabg	index	Source	20	20
-1	s-gd1aabm	index	Source	14	14
-1	li-rsvabg	eiu	Source	10	9
-1	allergeeni,ruokaerittely/födoämn.specifik.fx5	u/ml	Source	20	20
-1	allergeeni,timotei(siitepöly)/timotej(pollen)g6	u/ml	Source	14	14
-1	allergeeni,pujo(siitepöly)/gråbo(pollen)w6	u/ml	Source	12	12
-1	allergeeni,koivu(siitepöly)/björk(pollen)	u/ml	Source	14	14
-1	allergeeni,koira(hilse)/hund(mjäll)e5	u/ml	Source	19	17
-1	allergeeni,dermatophagoidespteronyssinus(pölypunkki/husdammskvalster)d1	u/ml	Source	14	14
-1	allergeeni,cladosporiumherbarum(home/mögel)m2	u/ml	Source	15	14
-1	allergeeni,kissa(hilse)/katt(mjäll)e1	u/ml	Source	18	16
-1	allergeeni,hevonen(hilse)/häst(mjäll)e3	u/ml	Source	18	16
3011985	reniini,konsentraatio	mu/l	Source	22	21
-1	s-cmv-abg	eiu	Source	15	14
-1	s-hevkäre	u/ml	Source	7	7
-1	kollageenii:nbetakarboksterminaalinentelopeptidi,plasma	ug/l	Source	10	7
3018251	fs-glukoosi,0-näyte	mmol/l	Source	40	38
3016701	s-glukoosi,2hnäyte	mmol/l	Source	13	13
-1	s-valpro	umol/l	Source	171	44
-1	hb-pikatesti	u	Source	7	6
-1	5409	mmol/l	Source	39	29
3019800	p-tnt		Source	10	10
-1	s-toxabcf	titre	Source	23	19
-1	pf-happamuusaste,pleuranesteestä		Source	7	7
-1	pf-sameus,pleuranesteestä		Source	9	8
-1	s-feld4e	u/ml	Source	7	7
-1	s-luteinisoivahormoni(ko)	u/l	Source	6	6
3009201	p-tshrefl		Source	10	10
-1	b-hemoglobiinipikamittari		Source	6	6
-1	cp-keto	mmpl/l	Source	11	8
-1	s-c-peptidi,proinsul.2haterianjälkeen	nmol/l	Source	14	13
-1	di-l/liusk	%	Source	23	9
-1	di-l/yksit	%	Source	23	9
3009220	u-levyepi	e6/l	Source	14	12
-1	s-kolesteroli,triglyseridit	mmol/l	Source	41	37
-1	s-c-peptidi+gluk(2tuntiaateriasta)	nmol/l	Source	12	12
-1	p-lh:njafsh:nsuhde		Source	17	17
-1	s-m-komp1	g/l	Source	238	17
-1	gt-cdt-ind,p-gt		Source	9	7
-1	s-reumafaktori(ko)	kiu/l	Source	22	21
-1	p-etanoli	g/l	Source	9	6
-1	kalsium,ionisoitunutseerumista	mmol/l	Source	10	10
-1	s-bordetellapertussis,igavasta-aineet	iu/ml	Source	22	21
-1	amoksisilliini(c6),ige-vasta-aineet,seerumista	u/ml	Source	8	8
-1	cefaclor,igevasta-aineet,seerumista	u/ml	Source	7	7
-1	gpenisilliini(c1),igevasta-aineet,seerumista	u/ml	Source	9	9
-1	vpenisilliini(c2),igevasta-aineet,seerumista	u/ml	Source	9	9
-1	trik-od		Source	80	38
3006588	s-ca15-3		Source	16	6
3003785	s-cea		Source	14	8
-1	s-prostataspesifinenantig.,vapaa/totaali-suhde	%	Source	15	11
-1	3045	mmol/l	Source	19	18
-1	s-muu-abe	u/ml	Source	14	14
-1	s-sukupuolihormonejasitovaglobuliiniosat.	nmol/l	Source	21	15
-1	du-magnesium	mmol	Source	9	9
-1	l-blas		Source	79	14
3019497	s-hcg-b-v		Source	8	8
3021584	s-pappa		Source	7	7
3017446	s-hstesto		Extracted	6	6
-1	oma-hb-a1c		Source	144	58
-1	kreatiniininpoistumavirtsaan,toimintakoe	ml/s/173	Source	17	15
-1	s-ruisspe	u/ml	Source	12	12
-1	s-follikkeliastimul.horm.	u/l	Source	6	6
-1	s-pujo	u/ml	Source	10	10
-1	p-cytomegalovirus,nukleiinihappo,kvantitatiivi	iu/ml	Source	93	14
3048821	pt-dxm-r1		Source	13	13
3027238	s-tpoab		Source	7	7
-1	s-borreliaburgdorferi,igmvasta-aineet	responseequivalent/ml	Source	19	18
3015399	s-transferriinireseptori,liukoinen(ko)	mg/l	Source	26	24
3001788	p-aldos		Extracted	8	8
-1	he4,antigeeni4	pmol/l	Source	22	22
-1	glukoosivastaanotolla		Extracted	6	6
-1	laktaatti,pleuraneste	mmol/l	Source	21	18
-1	s-smabbl	s	Source	8	8
-1	s-scl70bl	s	Source	6	6
-1	li-liuskat	%	Source	12	12
3002385	punasolujenkokojakauma		Extracted	13	12
-1	antistreptolysiini,seerumi	u/ml	Source	12	12
-1	s-pähkryh		Extracted	23	22
-1	as-afp	u/ml	Source	16	15
-1	s-vehnä(ravintoaine),igevasta-aineet	u/ml	Source	6	6
-1	s-statrag	mg/l	Source	22	22
-1	s-manteli,igevasta-aineet	u/ml	Source	9	9
-1	s-parvavi		Source	27	22
-1	s-parasetamoli	umol/l	Source	23	19
-1	s-ampi5e	u/ml	Source	24	24
-1	p-nestearvot,vieritutkimus		Source	9	9
-1	s-afpxmom	mom	Source	18	18
-1	s-afp-w	u/ml	Source	18	18
-1	s-hcgbv-w	ug/l	Source	18	18
-1	s-cefacie		Extracted	8	8
-1	vb-hemoglobiini(totaali),laskimoveri	g/l	Source	89	26
-1	s-immunoglobuliini,kevyetketjut,vapaat,kappa-lambda-suhde		Source	32	32
-1	s-vegf	ng/l	Source	31	22
-1	pähkinäpen	u/ml	Source	10	10
3000620	s-c3h	g/l	Source	7	7
3017766	s-c4h	g/l	Source	7	7
-1	s-aspflag	mg/l	Source	26	22
3020891	pt-lämpöt		Source	16	16
-1	s-heinäre	u/ml	Source	23	22
-1	proteiini,ty,vuorokausivirtsasta	g	Source	21	11
-1	du-immunoglobuliini,kevyetketjut,kappa	mg	Source	33	24
-1	du-immunoglobuliini,kevyetketjut,lambda	mg	Source	23	18
-1	-etohgc	mmol/l	Source	11	9
-1	s-clostridiumtetani,vasta-aineet	iu/ml	Source	10	10
-1	u-tutk-1	form	Source	10	9
-1	s-yersaba		Extracted	24	19
-1	s-mandare	u/ml	Source	21	21
-1	proteiini		Source	6	6
-1	veri		Source	11	11
-1	levyepiteelisolut	u/field	Source	21	11
-1	u-kalsiumvm.	ml	Source	30	22
-1	af-neut	%	Source	11	11
-1	af-ly+mono	%	Source	6	6
-1	af-eos	%	Source	10	10
-1	vb-methemoglobiini		Extracted	11	11
-1	s-jgadab	iu/ml	Source	8	8
3001784	s-psa,vapaanjatotaalinsuhde	%	Source	14	11
-1	laskennallinenpunasoluindeksi	%	Source	17	16
-1	s-glutamyylitranferaasi-desialotransferriini		Extracted	8	7
-1	s-tuosime		Source	26	18
-1	gluk-r0-h		Source	10	10
3019800	p-tnt-vt		Source	33	23
-1	p-tni-vt		Source	8	6
-1	p-inrhoit		Extracted	10	8
3032836	c-peptidi,proinsuliinin,paastoaikainen	nmol/l	Source	12	12
-1	21799		Source	27	26
3031040	u-baktvi	e6/l	Source	58	23
-1	pt-kt/v		Extracted	23	19
-1	tromboplastiiniaika,aktivoitu	s	Source	16	16
-1	b-hbvt	g/l	Source	31	29
-1	s-mkomponentti-2,seerumista	g/l	Source	12	8
-1	se-erytrosyytit	e6/l	Source	9	9
3014973	li-borrabm	au/ml	Source	23	19
-1	u-keto-0		Source	12	12
-1	haptoglobiini	g/l	Source	11	11
3010813	fb-leukosyytit		Extracted	15	15
-1	glomerulussuodosnopeus,estimoitu,ckd-epi-tutkimuksenkaava	form	Source	23	23
-1	s-kimmyre	u/ml	Source	7	7
-1	s-sjögreninsyndroomaa,(ro)-vasta-aineet	u/ml	Source	15	14
-1	fs-happamuusaste		Source	18	16
-1	s-koivunsiitepöly(t3),ige-vasta-aineet	u/ml	Source	22	22
-1	vb-happikyllästeisyys(hemoglobiinin,osuustoiminnallisestahb:sta)	%	Source	46	24
-1	s-immunoglobuliini,kappa.lambda-suhde		Source	12	12
-1	krea-vt		Source	8	8
-1	na-vt		Source	8	8
3019800	p-tntpika		Source	13	12
-1	-albumiini,virtsa,elektroforeesifraktio()	%	Source	24	24
-1	-globuliini,virtsa,elektroforeesifraktio()	%	Source	24	24
3026782	osmolaliteetti(laskennallinen)	mosm/kgh2o	Source	9	6
-1	persikka	u/ml	Source	12	11
3027231	vehnä,ruok		Extracted	14	14
-1	kaura,ruok	u/ml	Source	21	20
3026493	p-uraattiviitasaar	umol/l	Source	10	9
-1	klotsapiini,seerumista	nmol/l	Source	23	10
-1	desmetyyliklotsapiini,seerumista,osatutk.3964	nmol/l	Source	22	9
-1	klotsapiini,seerumista	umol/l	Source	77	17
-1	desmetyyliklotsapiini,seerumista,osatutk.3964	umol/l	Source	77	17
-1	s-vihpipe	u/ml	Source	7	7
3001488	maito	u/ml	Source	14	14
-1	ananas	u/ml	Source	9	9
3051714	p-fidd-hoi	mg/l	Source	8	8
-1	s-fenytv		Extracted	29	18
-1	s-ebavavi	%	Source	12	11
-1	p-lutenisoivahormoni	u/l	Source	30	29
-1	p-trombiiniaika(p-trombot-paketti)	s	Source	25	24
-1	p-inr-hy,osoitushoitoyksikössä		Source	89	6
-1	ipssprost		Extracted	8	8
-1	infliksimabi,pitoisuus	mg/l	Source	45	27
3000850	u-levyepiteelisolut		Extracted	15	11
3030306	u-pienetepiteelisolut		Extracted	10	8
-1	krea,vieritesti		Source	23	21
-1	kalium,vieritesti		Extracted	24	22
-1	natrium,vieritesti		Source	25	22
-1	s-afosluu		Extracted	14	14
-1	u-bact,mittaustulos		Extracted	24	23
-1	s-tbeabg	vieu/ml	Source	15	14
-1	vp-gluk20m		Extracted	11	11
-1	vp-gluk40m		Extracted	11	11
-1	calprotectinulosteesta	ug/g	Source	27	23
-1	s-langab	jdf	Source	12	12
-1	sileälihas,vasta-aineet	titre	Source	10	9
-1	s-nt-2	mm	Source	6	6
-1	ntmomk2		Source	6	6
-1	s-envopab	index	Source	6	6
-1	fs-lipider		Source	10	10
-1	fibriinind-dimeerit(kval)	mg/l	Source	8	8
-1	cp-beeta-hydroksibutyraatti,vieritestihoitoy:ssä		Extracted	9	8
3012516	albumiini,virtsasta	mg/l	Source	34	30
-1	herneet		Extracted	6	6
-1	pt-audio/seula		Extracted	9	9
-1	kalium,vieritestinä,sotekäyttää		Source	33	22
-1	s-hepatiittibvirus,s-antigeeni,vasta-aineet	miu/ml	Source	8	8
-1	s-bordetellapertussis,iggvasta-aineet	iu/ml	Source	32	30
-1	u-välim.ep	u/field	Source	10	8
3018251	fp-gluk(0)	mmol/l	Source	29	28
40770918	p-vwf-akt		Source	14	14
-1	b-glukhoi	mmol/l	Source	52	45
-1	p-ps-agv	form	Source	7	6
-1	s-k220e	u/ml	Source	32	31
-1	tpoab	u/ml	Source	9	9
-1	p-ngal	ug/l	Source	31	28
-1	s-reumafaktori	kiu/l	Source	32	28
3017732	b-neutrofiilit,diffinosatutkimus	e9/l	Source	16	16
-1	fp-hdl-kolesteroli		Source	8	8
-1	d-roms		Source	11	11
-1	-pat		Source	11	11
-1	af-liuskat	%	Source	9	9
42870325	s-hepsid		Source	9	8
-1	amylaasinkokonaisaktiivisuus	u/l	Source	13	12
-1	sianliha	u/ml	Source	10	10
-1	naudanliha	u/ml	Source	13	13
-1	s-klotsa,-dmklotsa	umol/l	Source	30	9
-1	s-klotsa,-dmklotsa	nmol/l	Source	19	8
-1	p-tni-vt		Extracted	13	9
-1	b-tnt-o-pika		Source	22	20
-1	u-stix,u-ph		Extracted	19	17
3029187	b-probnp-o		Source	8	7
-1	pikadiffieosinofiilit	%	Source	15	12
-1	pikadiffibasofiilit	%	Source	15	12
-1	pikadiffimonosyytit	%	Source	15	12
-1	pikadiffilymfosyytit		Extracted	16	12
-1	pikadiffineutrofiilit		Extracted	19	15
-1	diabetesmellitusriskiluku		Source	7	7
-1	asetoniaineet(kval)		Source	17	17
3014339	s-e1		Extracted	7	7
-1	pt-audio-1	form	Source	27	27
-1	s-aripipratsoli	ug/l	Source	9	8
-1	s-aripipratsolinjadehydroaripipratsolinsumma	ug/l	Source	9	8
-1	l-erblast		Extracted	32	12
3003220	s-vzvabg	titre	Source	8	8
-1	s-borreliaigg,vasta-aineet	au/ml	Source	14	10
-1	s-w-o6.7		Extracted	15	13
-1	hyytymistekijäv,plasmasta	%	Source	16	15
-1	hyytymistekijävii,plasmasta	%	Source	15	14
-1	protrombiini,plasmasta	%	Source	13	12
-1	hyytymistekijäx,plasmasta	%	Source	13	12
-1	hyytymistekijäxiii,plasmasta	%	Source	13	12
-1	s-ro214e	u/ml	Source	13	13
-1	soijapapu	u/ml	Source	6	6
3032567	s-hbvnh		Extracted	56	22
3022096	l-bas		Extracted	16	13
40763571	transferriininrautakyllästeisyys(4606-trfesat)	%	Source	7	7
-1	s-borrabm	titre	Source	7	7
3010813	leukosyytit,pikatesti,veri		Extracted	23	23
-1	s-yersiniaenterocoliticao:3,vasta-aineet	titre	Source	6	6
3000475	sy-solut,sy-leuk		Extracted	8	8
-1	sy-solut,sy-eryt		Extracted	7	7
-1	tau-proteiini,217-fosforyloitu,plasmasta	ng/l	Source	14	14
-1	b-amokbat	%	Source	12	12
-1	virtsansokeri		Extracted	16	16
-1	p-tromboplastiiniaikainr-tulos,vieritutkimus		Extracted	17	9
-1	u-phhu		Source	9	6
-1	u-kreahu	mmol/l	Source	9	6
-1	usuhtihu		Source	9	6
-1	14592		Extracted	8	7
-1	f-elastaasi1,ulosteesta	ug/g	Source	8	7
-1	s-stroab.	od	Source	7	7
-1	s-fascab.	od	Source	7	7
-1	s-desmetyyliklotsapiini	umol/l	Source	42	13
3009201	p-pegtsh	mu/l	Source	19	15
40760866	s-piiinp	u/ml	Source	31	30
-1	residuaali	ml	Source	21	17
-1	du-proteiini,du-prot-fr:nosatutkimus	mg	Source	6	6
-1	b-glu-liu		Extracted	21	17
-1	beeta2-glykoproteiini-1-iggvasta-aine	u/ml	Source	8	7
-1	kardiolipiini-iggvasta-aineetplasmasta	u/ml	Source	7	6
-1	p-antitrombiiniiii,huslab	%	Source	10	10
-1	gluk-5min		Source	15	15
-1	b-tnt-ospkl		Extracted	21	18
-1	cp-ohbuthy		Extracted	22	15
-1	vb-ph(t)		Source	9	9
-1	vb-pco2(t)	kpa	Source	8	8
-1	vb-po2(t)	kpa	Source	9	9
-1	p-c1inhbk	form	Source	11	10
3020564	fs-krea		Extracted	34	30
-1	s-pinaate	u/ml	Source	7	6
-1	pf-nse	ug/l	Source	24	23
3002030	lymfo		Extracted	10	9
3018010	neutro		Extracted	9	8
-1	s-alb		Source	28	9
-1	s-myeloperoksidaasi,iggvasta-aineet	iu/ml	Source	18	9
-1	s-salmab	index	Source	12	12
-1	s-aprikoe	u/ml	Source	7	7
-1	b-col/adp	s	Source	46	41
-1	u-natriumvm.	ml	Source	8	8
-1	u-kreatiniinivm.	ml	Source	7	7
-1	s-w-h:g.m		Extracted	18	16
-1	s-tomaate		Extracted	6	6
-1	u-kreatiniini,huumeseulonta	mmol/l	Source	7	6
-1	b-bnp-v		Extracted	17	17
-1	pos.kontr	mm	Source	11	11
-1	leppä	mm	Source	11	11
-1	pähkinäpen	mm	Source	11	11
-1	d.pteronys	mm	Source	20	20
-1	cladosp.he	mm	Source	11	11
-1	asperg.fum	mm	Source	11	11
-1	latex	mm	Source	10	10
-1	as-bilirubiini	umol/l	Source	8	8
3016724	s-hcyst	umol/l	Source	13	11
-1	af-bil	umol/l	Source	18	15
-1	s-dermatomyosiittiantigeenimi2,vasta-aineet	u/ml	Source	23	22
-1	b-beeta-hydroksibutyraatti,pikamääritys,verestä	mmol/l	Source	6	6
-1	mb-pco2		Extracted	36	18
-1	mb-po2		Extracted	36	18
-1	fluor,nat,fl-leuk		Source	19	14
-1	fluor,nat,fl-hiiva		Source	18	13
-1	fluor,nat,fl-clue		Source	18	13
-1	fluor,nat,muuta		Source	18	13
-1	s-koihspe	u/ml	Source	9	9
3016184	s-magab	u/ml	Source	40	14
-1	s-mogab	titre	Source	7	7
3000963	b-hbhoi		Source	65	32
43055246	p-ttr		Source	9	8
-1	myeloperoksidaasi,vasta-aineet,seerumista	iu/ml	Source	41	9
-1	nudt15-geeninnukleotidivariaatiot,dna-tutkimus		Extracted	18	18
-1	pistaasi	u/ml	Source	17	17
-1	l-metamyel		Extracted	33	27
3022217	cb-tt-inr		Source	10	6
-1	du-normet	nmol	Source	8	7
-1	u-huum-10,lämpötila		Extracted	130	6
-1	u-huum-10,ominaispaino		Extracted	193	10
-1	u-huum-10,ph		Extracted	246	10
-1	b-hemoglobiinia1c,glykoitunut,pikatesti,osavastauspika-ghb-a1c	%	Source	32	22
-1	b-hemoglobiinia1c,glykoitunut,pikatesti,osavastauspika-hba1c	mmol/mol	Source	32	22
-1	prostataspesifinenantigeeni,osatutkimus	ug/l	Source	6	6
-1	-urea	mmol/l	Source	12	10
-1	ruokafx5e		Extracted	15	15
3001488	maito		Extracted	6	6
-1	b-sezary	%lumfosuuteist	Source	49	29
-1	s-infbab	u/ml	Source	20	16
-1	-uraat	umol/l	Source	7	7
-1	s-levetirasetaami	umol/l	Source	16	11
-1	s-helicobacterpylori,iga-vasta-aineet	u/ml	Source	8	8
3028653	ab-hiilimonoksidi-hb		Extracted	27	21
-1	b-vnaspi	u	Source	13	11
-1	gammaglobuliini	g/l	Source	6	6
-1	alfa-1-globuliini	g/l	Source	11	10
-1	beeta-2-globuliini	g/l	Source	11	10
3029187	s-natriureettinenpeptidi,b-tyypinn-terminaalinenpropeptidi	ng/l	Source	17	14
-1	kalsium,ionisoitunutseerumista	mmol/l/p	Source	7	7
-1	b-fidd-vt		Source	20	19
-1	s-gad-ab	ru	Source	19	16
-1	11162	mmol/l	Source	28	26
-1	s-glpepaba	u/ml	Source	16	16
-1	s-borrabg	titre	Source	6	6
-1	ruokaryhmä,ige-va:t(s-)	u/ml	Source	15	15
-1	s-tomaatti,igevasta-aineet	u/ml	Source	10	10
-1	s-viljaryhmä,igevasta-aineet	u/ml	Source	15	15
-1	s-p-anca-vasta-aineet,immunofluoresenssi	titre	Source	10	10
-1	päärynä	u/ml	Source	6	6
3011829	s-hirssie	u/ml	Source	11	11
-1	fs-pcb	ug/l	Source	6	6
-1	hematokriitti	%	Source	8	6
-1	as-ly+mono	%	Source	21	17
-1	6427s-triglyosatutk.	mmol/l	Source	7	6
-1	6428s-kolosatutk.	mmol/l	Source	7	6
-1	6430s-kol-hdlosatutk.	mmol/l	Source	7	6
-1	6432s-kol-ldlosatutk.	mmol/l	Source	7	6
3052912	s-pr3abgk	iu/ml	Source	18	15
-1	pistaasi		Extracted	6	6
-1	s-vehnjäe	u/ml	Source	8	8
-1	pt-glukoosirasitus0-näytevb	mmol/l	Source	12	12
-1	pt-glukoosirasitus2h-näytevb	mmol/l	Source	12	12
-1	s-vorikon		Extracted	26	13
-1	u-trypg-2-ospkl		Source	6	6
-1	14347		Extracted	17	17
-1	cd45ra+,ccr7+cd4t-solut	%	Source	9	8
-1	cd45ra-,ccr7+cd4t-solut	%	Source	9	8
-1	cd45ra-,ccr7-cd4t-solut	%	Source	9	8
-1	cd45ra+,ccr7-cd4t-solut	%	Source	9	8
-1	cd45ra+cd31+cd62l+cd4t-solut	%	Source	9	8
-1	cd45ra+,ccr7+cd8t-solut	%	Source	9	8
-1	cd45ra-,ccr7+cd8t-solut	%	Source	9	8
-1	cd45ra-,ccr7-cd8t-solut	%	Source	9	8
-1	cd45ra+,ccr7-cd8t-solut	%	Source	9	8
-1	cd45ra+cd31+cd62l+cd8t-solut	%	Source	9	8
-1	cd3+(kaikki)tsolut	x109/l	Source	9	8
-1	cd4+tsolut	x109/l	Source	9	8
-1	cd8+tsolut	x109/l	Source	9	8
-1	cd4jacd8t-solujensuhde		Extracted	9	8
-1	nkt-solut(cd3+,cd56+,tcrg/dnegat.lymfosyytit)	%	Source	9	8
-1	tcrg/d+cd3+t-solut	%	Source	9	8
-1	tcra/b+,cd3+,cd4-,cd8-dnt-solut	%	Source	9	8
-1	treg-solut(cd25hi,cd127lo,cd4+),osuuscd3+t-soluista	%	Source	9	8
-1	hladr+,cd38+(aktivoituneet)cd4t-solut	%	Source	9	8
-1	tregsolut(cd25hi,cd127lo,cd4+),osuuscd4+t-soluista	%	Source	9	8
-1	hladr+,cd38+(aktivoituneet)cd8t-solut	%	Source	9	8
-1	s-komplementtic1q	g/l	Source	11	10
-1	b-hb-a1c	%/mmol	Source	29	21
-1	li-borrelia,iggvasta-aineet	au/ml	Source	6	6
-1	kollageeni/adp	s	Source	30	25
-1	kollageenii/adrenaliini	s	Source	23	19
-1	s-laktaattidehydrogenaasi	u/l	Source	6	6
-1	b-mxa		Extracted	8	6
43055225	li-fosfo-tauproteiini,likvor	ng/l	Source	11	11
3000242	li-tauproteiini,likvor	ng/l	Source	13	13
-1	s-testo-v		Source	15	11
-1	p-vonwillebrand-tekijä,antigeeni(vuotot-paketti)	%	Source	6	6
3011985	p-areninm	mu/l	Source	6	6
-1	p-psa-v	form	Source	7	7
-1	nu-6c-porf	nmol/l	Source	16	8
-1	b-erytrosyytit,tilavuusosuus	1	Source	11	11
-1	-ld		Extracted	6	6
3006906	s-ca	g/l	Source	8	6
-1	na	mg	Source	17	17
-1	koriongonadotropiini,totaali,plasmasta	u/l	Source	51	25
-1	dna,vasta-aineet,natiivi(doublest	kiu/l	Source	19	19
-1	s-c-reaktiivinenproteiini(kval)	form	Source	7	7
-1	s-proteinaasi3,vasta-aineet	iu/ml	Source	40	12
-1	b-hb-o	g/l	Source	31	28
-1	tattari	u/ml	Source	6	6
3020682	u-alb/krea	g/mol	Source	49	23
-1	ghb-a1c,vieritesti		Source	20	18
3004915	s-chpnaba	au/ml	Source	9	8
3017766	p-c4d	mg/l	Source	6	6
-1	p-c-reaktiivinenproteiini(kval),vieritutkimus		Source	16	16
-1	plasmanph		Source	16	16
-1	pf-hematokriitti		Extracted	10	10
-1	b-fosfatidyylietanoli,verestä,peth	umol/l	Source	37	26
-1	s-kvriski		Extracted	16	16
-1	s-ruoka	u/ml	Source	8	8
-1	u-albumiini,virtsasta,osatutkimus	mg/l	Source	21	18
-1	s-inbabcf		Extracted	6	6
-1	s-adeabcf		Extracted	7	7
-1	fp-rauta,plasmasta,paastotilassa	umol/l	Source	6	6
-1	s-chtrabg	au/ml	Source	20	19
-1	s-kvriski	form	Source	9	8
-1	s-dmriski	form	Source	8	7
-1	gluk0		Extracted	8	8
-1	gluk1		Extracted	7	7
-1	gluk2		Extracted	8	8
-1	reumafaktori,pleuraneste	iu/ml	Source	7	7
-1	s-laktaattidehydrogenaasi,isoentsyymi2	%	Source	9	9
-1	s-laktaattidehydrogenaasi,isoentsyymi3	%	Source	9	9
-1	s-laktaattidehydrogenaasi,isoentsyymi4	%	Source	9	9
-1	s-ruoer	u/ml	Source	9	9
-1	s-chtrabg		Extracted	17	17
-1	s-chtraba		Extracted	8	7
-1	b-hemoglobiini-a1c,glykoitunut		Extracted	9	9
-1	p-prl	nmol/l	Source	16	12
-1	s-w-h:i		Extracted	19	18
-1	pt-audit		Extracted	28	25
-1	pt-bdi		Extracted	26	24
3021347	ca++		Extracted	7	7
-1	0mgh	ug/l	Source	14	10
-1	30mgh	ug/l	Source	12	8
-1	1hgh	ug/l	Source	13	9
-1	90mgh	ug/l	Source	12	8
-1	2hgh	ug/l	Source	13	9
-1	-calpro		Extracted	18	18
-1	s-dehydroepiandrosteroni	nmol/l	Source	7	6
3020460	b-crp-poc		Extracted	24	21
-1	ldlhapettunut	u/l	Source	19	14
-1	s-pemfigoidi,bp180-antigeeni,vasta-aineet	u/ml	Source	21	17
-1	s-psa-suh,psa	ug/l	Source	23	16
-1	s-psa-suh,psa-v/t		Extracted	7	6
-1	s-home1er		Extracted	7	7
-1	normetanefriini,vuorokausivirtsa	umol/l	Source	8	8
-1	l-basofiilit,absoluuttiset	%	Source	14	7
3013115	b-eosinofiilit,absoluuttiset	e9/l	Source	19	8
3002030	l-lymfosyytit,absoluuttiset	%	Source	17	10
3019069	l-monosyytit,absoluuttiset	%	Source	18	11
