OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
-1	s-vehnä/ravintoaine,igevasta-aineet		N	11	11
-1	s-vehnä/ravintoaine,igevasta-aineet	u/ml	A	6	6
40760435	s-vehnäe	u/ml	H	10	10
40760435	s-vehnäe	u/ml	A	59	59
40760435	s-vehnäe	u/ml	N	8	8
40760435	s-vehnäe		N	29	29
40760435	s-vehnäe		A	11	11
-1	s-vehnäek		N	21	21
-1	s-vehnäek,vehnäjauhojakomponentit/f4)igevasta-aineet)		N	41	41
-1	s-vehnäjauho(f4),igevasta-aineet		N	11	11
-1	s-vehnäjauho,igevasta-aineet		N	33	33
-1	s-vehnäjauho,igevasta-aineet	u/ml	N	18	18
3027231	s-vehn�e	u/ml	N	196	191
-1	s-vehn�e		N	363	362
3027231	s-vehn�e	u/ml	H	166	148
3027231	s-vehn�e	u/ml	A	29	27
-1	s-vendves	nmol/l	N	78	58
-1	s-vendves	nmol/l	H	59	45
-1	s-vendves	nmol/l	A	16	15
3045519	s-venlaf	nmol/l	N	159	100
-1	s-venlaf		N	8	7
-1	s-verialt,verialtistus,tutkimuksetaltistuneesta		N	65	38
-1	s-veriryhmävasta-aineet,seulonta		N	13	9
-1	s-veriryhmävasta-aineet,tunnistus		N	19	17
-1	s-veritapaturmatutkimus,mahdollisentartunnankohde		N	99	70
-1	s-veritapaturmatutkimus,mahdollisentartunnanlähde		N	24	17
-1	s-vesirokkovirus,iggvasta-aineet	miu/ml	A	25	25
-1	s-vesirokkovirus,vasta-aineet		N	16	15
-1	s-vete		N	89	84
-1	s-viirype	u/ml	N	11	10
-1	s-vilj3er		N	15	15
-1	s-vilj3er	u/ml	N	14	13
-1	s-viljaer	u/ml	N	7	7
-1	s-viljaer		N	6	6
-1	s-viljaryhmä,igevasta-aineet	u/ml	N	15	15
-1	s-virab		N	51	47
-1	s-viseabg		A	147	108
-1	s-viseabg		N	80	73
-1	s-viseabg		H	91	57
-1	s-viseabg	au/ml	A	25	22
-1	s-viseabg,borreliaburgdorferinvise-proteiini,vasta-aineetigg		N	95	89
-1	s-viseabg,borreliaburgdorferinvise-proteiini,vasta-aineetigg	au/ml	N	12	10
-1	s-viseabg,borreliaburgdorferinvise-proteiini,vasta-aineetigg	au/ml	A	22	18
-1	s-viseabm		A	154	113
-1	s-viseabm		N	87	79
-1	s-viseabm		H	76	47
-1	s-viseabm	au/ml	A	15	11
-1	s-viseabm,borreliaburgdorferinvisejaospcproteiinit,vasta-aineet	au/ml	N	9	8
-1	s-viseabm,borreliaburgdorferinvisejaospcproteiinit,vasta-aineet	au/ml	A	8	7
3008230	s-viseabm,borreliaburgdorferinvisejaospcproteiinit,vasta-ainetigm	au/ml	N	27	25
3008230	s-viseabm,borreliaburgdorferinvisejaospcproteiinit,vasta-ainetigm	au/ml	A	36	27
-1	s-viseabm,borreliaburgdorferinvisejaospcproteiinit,vasta-ainetigm		N	47	47
-1	s-vldl-kolesteroli	mmol/l	N	265	244
-1	s-vlseabg		H	260	195
-1	s-vlseabg		N	2410	2170
-1	s-vlseabg	au/ml	H	559	420
-1	s-vlseabg	au/ml	A	548	401
-1	s-vlseabg		A	141	109
-1	s-vlseabg	au/ml	N	66	60
-1	s-vlseabg,borreliaburgdorferinvlse-proteiini,vasta-aineetigg		N	20	17
-1	s-vlseabm	au/ml	A	630	492
-1	s-vlseabm		N	2116	1928
-1	s-vlseabm	au/ml	H	502	408
-1	s-vlseabm	au/ml	N	410	358
-1	s-vlseabm		A	103	80
-1	s-vlseabm		H	259	194
-1	s-vlseabm,borreliaburgdorferinvlsejaospcproteiinit,vasta-aineetigm	au/ml	N	12	11
-1	s-vlseabm,borreliaburgdorferinvlsejaospcproteiinit,vasta-aineetigm		N	8	8
-1	s-vlseabm,borreliaburgdorferinvlsejaospcproteiinit,vasta-aineetigm	au/ml	A	10	7
-1	s-vorikon		A	37	20
-1	s-vorikon	mg/l	N	64	26
-1	s-vorikon	mg/l	A	144	52
-1	s-vorikon	mg/l	L	57	21
-1	s-vorikon	mg/l	H	10	10
-1	s-vpene	u/ml	N	58	57
-1	s-vpene	u/ml	A	9	8
3026029	s-vpenige		N	17	17
3001079	s-vrab-o		N	103831	42656
-1	s-vzv,iggvasta-aineet	miu/ml	A	9	9
-1	s-vzv-abg	u/l	A	7	7
3014148	s-vzvab		N	1942	1837
-1	s-vzvabg	eiu	N	274	269
-1	s-vzvabg		N	1365	1266
-1	s-vzvabg	index	N	36	36
3022575	s-vzvabg	miu/ml	N	123	123
3022575	s-vzvabg	iu/l	N	384	371
-1	s-vzvabg		H	56	54
3022575	s-vzvabg	miu/ml	H	97	96
3022575	s-vzvabg	u/l	A	18	18
3022575	s-vzvabg	miu/ml	A	66	66
3022575	s-vzvabg	u/l	H	18	16
3003220	s-vzvabg	titre	N	8	8
-1	s-vzvabg		A	8	8
3012220	s-vzvabm		N	1834	1730
3012220	s-vzvabm		A	47	42
-1	s-vzvcf		N	8	8
-1	s-w-h:a		N	207	202
-1	s-w-h:b		N	192	188
-1	s-w-h:b	titre	A	110	99
-1	s-w-h:b	titre	H	9	9
-1	s-w-h:b		H	28	26
-1	s-w-h:d		N	201	196
-1	s-w-h:d	titre	H	6	6
-1	s-w-h:d	titre	A	56	46
-1	s-w-h:d		H	7	7
-1	s-w-h:d		A	6	6
-1	s-w-h:g.m	titre	A	36	31
-1	s-w-h:g.m		N	199	194
-1	s-w-h:g.m		H	12	10
-1	s-w-h:i		N	191	187
-1	s-w-h:i	titre	A	42	35
-1	s-w-h:i		H	14	13
-1	s-w-o6.7		N	200	197
-1	s-w-o6.7		H	8	7
-1	s-w-o6.7	titre	A	8	8
-1	s-w-o9.12		N	198	194
-1	s-w-o9.12	titre	A	20	16
-1	s-w-o9.12		H	12	11
-1	s-yee3aba		N	10	10
-1	s-yee3abg		N	11	11
-1	s-yee3abm		N	10	10
-1	s-yee9aba		N	11	11
-1	s-yee9abg		N	11	11
-1	s-yee9abm		N	11	11
-1	s-yep1aba		N	11	11
-1	s-yep1abg		N	11	11
-1	s-yep1abm		N	11	11
-1	s-yep3aba		N	11	11
-1	s-yep3abg		N	11	11
-1	s-yep3abm		N	11	11
-1	s-yer3ab		N	410	395
-1	s-yer3ab	titre	N	6	6
-1	s-yer3ab		A	19	18
-1	s-yer3ab	titre	A	16	15
-1	s-yer9ab		N	411	396
-1	s-yer9ab	titre	A	31	26
-1	s-yer9ab		A	11	11
-1	s-yer9ab		H	16	15
-1	s-yer9ab	titre	H	7	7
-1	s-yerp1ab		N	430	413
-1	s-yerp3ab		N	431	414
-1	s-yersab		N	370	360
-1	s-yersab		A	9	9
-1	s-yersaba		N	65	63
-1	s-yersaba		H	8	7
-1	s-yersaba		A	13	12
-1	s-yersaba	responseequivalent	A	19	16
-1	s-yersaba	ratio	A	12	9
-1	s-yersaba	responseequivalent	H	11	10
-1	s-yersabg	ratio	A	20	16
-1	s-yersabg	responseequivalent	A	39	32
-1	s-yersabg		N	55	54
-1	s-yersabg	ratio	H	16	15
-1	s-yersabg		H	13	13
-1	s-yersabg		A	20	17
-1	s-yersabg	responseequivalent	H	23	21
-1	s-yersabg	iu/ml	A	10	10
-1	s-yersabg	iu/ml	H	7	7
-1	s-yersabl		N	28	26
-1	s-yersinia,iga-vasta-aineet		N	61	57
-1	s-yersinia,iga-vasta-aineet	ratio	A	12	12
-1	s-yersinia,igg-vasta-aineet	ratio	A	29	24
-1	s-yersinia,igg-vasta-aineet		N	44	43
-1	s-yersinia,vasta-aineet,lausunto		N	73	71
-1	s-yersinia,vasta-aineet,lausunto		A	18	16
-1	s-yersiniaenterocolitica0:3va:t/yersiniava		N	8	8
-1	s-yersiniaenterocolitica0:9va:t/yersiniava		N	10	10
-1	s-yersiniaenterocoliticao:9,vasta-aineet		N	7	7
-1	s-yersiniaenterocoliticao:9vasta-aineet		N	6	6
-1	s-yersiniapseudotuberculosis1a,vasta-aineet		N	14	14
-1	s-yersiniapseudotuberculosis3,vasta-aineet		N	13	13
-1	s-ypstu1a		N	17	16
-1	s-zn	umol/l	N	29	29
-1	s-zn		N	8	8
-1	s-zn	umol/l	A	42	38
-1	s-znt8ab		N	9	9
-1	s-zuklop	nmol/l	N	40	18
-1	s-zuklop	nmol/l	A	13	12
-1	s-äggvita		N	89	84
0	s-äit-seul		N	130	115
-1	s-äit-seula		N	55	54
-1	s-äitiseulanosatutkimus		N	10	10
-1	s-äitiysneuvoloideninfektioseulontapaketti		N	39	37
-1	s-äitiysneuvoloideninfektioseulontapaketti,osatutk.		N	55	51
-1	s-äitiysneuvoloideninfektioseulontapaketti,otsikko		N	10	10
0	s-äitseul		N	5519	4665
-1	sa-bio		N	44	37
-1	sa-bio2		N	11	9
3039429	sa-korsol	nmol/l	A	669	383
3039429	sa-korsol		N	120	99
3039429	sa-korsol	nmol/l	H	171	96
3039429	sa-korsol	nmol/l	N	372	233
3039429	sa-korsol		A	63	45
-1	sa-korsol	nmol	N	27	23
-1	sa-korsol	nmol	A	18	13
-1	sa-kortisoli	nmol/l	N	6	6
42529598	sae1		N	26	26
-1	saksanpähkinä(f256),igevast		N	11	11
-1	saksanpähkinä(ruoka-aine),igevasta-aineet	u/ml	N	30	29
3024522	salmnho		N	230	211
3024522	salmnho		A	25	23
-1	salmonellaspp		N	12	12
-1	salmonellaspp.		N	416	334
-1	sapovirusnukleiinihappo		N	10	9
-1	sappihapot	umol/l	H	48	19
-1	sappihapot	umol/l	N	39	23
-1	sappihapot	umol/l	A	56	19
-1	sappihapot		N	7	7
-1	sappihapot,seerumista,paastotilassa	umol/l	A	12	8
-1	sapututkimusneuvolalletr1seulvarten		N	7	7
-1	sars-cov-2-antigeenitesti,pikatesti		A	14	14
-1	sars-cov-2antigenrapidtest,roche(sdbiosensor)(7905,-cv19ag5)		N	13	13
-1	sclerodermavasta-aineet	u/ml	N	28	24
-1	sclerodermavasta-aineet		N	12	12
3021162	se-amyl		N	16	15
3021162	se-amyl	u/l	N	23	13
-1	se-erytrosyytit		N	21	9
-1	se-glukoosi	mmol/l	N	14	7
-1	se-k	mmol/l	N	7	7
3026726	se-krea	umol/l	N	7	7
-1	se-kreatiniini	umol/l	N	22	10
3010813	se-leuk	e6/l	N	23	11
-1	se-leukosyyttienerittelylaskenta,(mikrosk.)		N	11	8
-1	se-likvo-o		N	13	12
-1	se-na	mmol/l	N	7	7
-1	se-prot	g/l	N	46	35
-1	se-prot		N	12	11
-1	se-solut		N	23	11
-1	se-trigly	mmol/l	N	48	36
3020779	se-urea	mmol/l	N	20	8
-1	se-virts-o		N	6	6
-1	seerumi		N	19	19
-1	seeruminhappamuusaste		N	2116	1630
-1	seeruminkokonais-iga-pitoisuusphadiaprimella		N	960	920
-1	seerumisilmätippojennäytteenottoja-käsittely		N	44	12
-1	seksivälitteisetmikrobit,nukleiinihapp(kval)		N	12	12
-1	seksivälitteisetmikrobit,nukleiinihappo(kval)		N	38	35
-1	seleenikokoveren	umol/l	N	350	281
-1	seltyö(ko)		N	33	31
-1	sentromeeri(cnpb),vasta-aineet		N	17	16
-1	sentromeeri,vasta-aineet		N	28	27
-1	sentromeeri,vasta-aineet	u/ml	N	7	6
-1	seulontapsa		N	6	6
42868716	sh/eiecnho		N	232	212
-1	shepatiitticvirus,antigeenijavasta-aineet,yhdistelmätutkimus		N	13	9
-1	shigella/eiec(enteroinvasiivinene.coli)		N	430	346
-1	sieni,viljely		N	177	156
-1	sieni,viljely		A	31	28
-1	sieni,viljely(syvänäyte)		A	44	30
-1	sieni,viljely,pinta		N	8	8
-1	sieni,viljelyjanatiivi		A	61	54
-1	sieni,viljelyjanatiivi		N	21	21
-1	sieni,värjäys		N	26	25
-1	sieni,värjäys(-sienvr)		N	27	27
-1	sieni,värjäys(2632-sienvr)		N	33	32
-1	sieniviljely		A	10	9
3000494	sienvi		A	298	252
-1	sikiönkehityshäiriöidenseuranta,1.trimesteri,hormonit		N	60	60
-1	sikiönrhd-veriryhmäsuojaustavarten,verestä		A	16	14
-1	sindabemagglutinaationinhibitio-menetelmällä		N	8	8
-1	sinkki	umol/l	N	27	26
-1	sinkkipunasoluista	umol/l	N	46	44
-1	sitruliinipeptidi,vasta-aineet	u/ml	N	351	345
-1	sitruliinipeptidi,vasta-aineet	u/ml	H	9	9
-1	sitruliinipeptidi,vasta-aineet		H	8	8
-1	sitrulliinipeptidi,vasta-aineet	u/ml	N	69	68
-1	sitrulliinipeptidi,vasta-aineet	u/ml	A	26	24
-1	sitrulliinipeptidi,vasta-aineet		A	27	26
-1	sitrulliinipeptidi,vasta-aineet,seerumista	u/ml	A	23	22
-1	sitrulliinipeptidi,vasta-aineet,seerumista		A	15	15
-1	sjukhus		N	696	230
3023939	sjögreninsyndroomaa(ro),vasta-aineet(s-ssaab)		N	90	86
3027450	sjögreninsyndroomab(la),vasta-aineet(s-ssbab)		N	93	88
-1	sk-ihottumanäytteenhistologinentutkimu		N	12	10
-1	sk-ihottumanäytteenhistologinentutkimus		A	17	17
-1	sk-kromos		N	30	30
-1	sk-mohs		N	8	7
-1	sk-mohs		AA	26	26
-1	sk-pad-if		N	619	570
40768443	sk-padihot		AA	203	185
40768443	sk-padihot		N	2450	2192
40768443	sk-padihot		A	78	70
-1	sk-sien-vi		A	45	42
-1	sk-sieni,viljely		A	246	216
-1	sk-sieni,viljely		N	13	12
-1	sk-sieni,viljely(iho,kynsi,hius)		N	19	17
-1	sk-sieni,viljely(iho,kynsi,hius)(ko)		N	13	12
-1	sk-sieni,viljely(pintanäyte)		A	146	127
-1	sk-sieni,viljely(pintasieni)		N	15	15
-1	sk-sienivi		N	145	127
3000494	sk-sienvi		A	8472	7279
3000494	sk-sienvi		N	6119	5296
3025245	skleroderma70,vasta-aineet(s-scl70ab)		N	64	63
-1	slco1b1-geeninc.521t>cvariaa		N	8	8
-1	slco1b1-geeninnukleotidivariaatiot,dna-tutkimus		N	75	73
3003721	sm(smith),vasta-aineet(s-smab)		N	89	85
3003721	sm(smith),vasta-aineet(s-smab)	u/ml	N	7	6
-1	smkomp-1	g/l	H	11	8
-1	smkomp-1	g/l	N	22	22
-1	smycoplasmapneumoniae,abgvasta-aineet	eiu	A	23	20
-1	snabb-crp		N	1159	498
-1	snabb-crp		A	988	391
3022217	snabb-inr		N	6279	104
-1	snabbcrp		N	71	43
-1	snabbsvalg		N	16	14
-1	so-b-cd19	%	N	7	7
-1	so-nk	%	N	7	7
-1	so-t-cd3	%	N	68	53
-1	so-t-cd4	%	N	68	53
-1	so-t-cd4/8		N	7	7
-1	so-t-cd8	%	N	68	53
-1	soijae		N	9	7
3015076	soijae	u/ml	A	10	10
-1	soijapapu		A	7	7
-1	soijapapujakomponentit(f14),igevasta-aineet		N	16	16
-1	solujenmorfologinentarkastelu,lausunto		N	10	9
-1	solut		N	45	45
-1	solut,nivelneste	e6/l	A	318	241
-1	solut,selkäydinneste		N	12	11
-1	solut,virtsa		N	53	44
-1	sp-anald		N	18	15
-1	sp-liik.pr	%	A	11	9
-1	sp-pakd		N	71	13
-1	sp-pesud		N	76	17
-1	sp-pr+np	%	A	10	8
-1	sp-s.yht	e6	A	8	7
-1	sp-siitt.	e6/ml	A	10	7
-1	sp-siittiö		N	10	10
-1	sp-suld		N	170	66
-1	spiro		N	6	6
-1	spirometria,tavall.dyn.aikatilavuusmittaus		N	108	105
-1	spirometriabronkodilataatio		N	7	7
-1	sprkiirlis		N	658	371
-1	sprneuvola		N	20	12
-1	sprv,yhteenvetolausunto,neuvolanäytteet		N	26	22
-1	sprv-helau		N	9	9
-1	sprv-ktlau		N	32	32
-1	sprv-laus		N	604	411
0	sprv-lelau		N	2495	746
-1	sprxkoe1		N	71	57
-1	sprxkoe5		N	11	10
-1	srp		N	26	26
-1	sshbg	nmol/l	N	16	12
-1	stachybotrysatraige	u/ml	N	15	15
-1	standardqcovid-19ag,sdbionsensorinc		N	19	18
-1	staphylococcusaureus-viljely,nenästä		A	25	24
-1	stearidonihappo	%	N	288	234
-1	stearidonihappo		N	29	28
-1	steariinihappo	%	N	315	255
-1	sterpapikatesti		N	153	136
-1	sthlm3-score	%	H	12	12
-1	sthlm3-score	%	N	10	10
3033319	straag-o		A	57	55
-1	strbvieri		A	28	27
-1	strepa		N	167	108
-1	strepa-pika		N	13	11
-1	strepa-pikatesti,tth		A	6	6
-1	strepa-pikatesti,tth		N	136	99
-1	streptoc.		N	74	58
-1	streptococcus,jatkoviljely		N	11	11
-1	streptococcus,jatkoviljely(4167-strjvi)		N	9	9
-1	streptococcus,viljely(hemolyytt.streptokokit)		N	61	54
-1	streptococcus,viljely,nielusta		A	7	7
-1	streptococcusagalactiae(b),nukleiinihaponosoitus,fluori,vieritesti		A	34	33
-1	streptococcusagalactiae(b),nukleiinihappo(kval),likvori		N	12	11
-1	streptococcusagalactiae(b),viljelyemätineritteestä		A	10	10
-1	streptococcuspneumoniae,antigeeninosoitus,virtsasta		A	6	6
-1	streptococcuspneumoniae,nukleiinihappo(kval)		A	11	11
-1	streptococcuspneumoniae,nukleiinihappo(kval)		N	49	44
-1	streptococcuspneumoniae,nukleiinihappo(kval),likvori		N	11	10
-1	streptococcuspneumoniaenukleiinihappo(kval)		N	42	42
-1	streptococcuspyogenes(a),antigeeni,nielueritteestä		A	21	19
-1	streptococcuspyogenes(a),nukleiinihappo-osoitus		A	10	9
-1	streptococcuspyogenes(a),nukleiinihappo-osoitus		N	8	8
-1	streptococcuspyogenes(a),osoituskoe		N	298	275
-1	streptococcuspyogenes(a),osoituskoe		A	16	16
-1	streptokokki,viljely,nielueritteestä		A	47	43
-1	streptokokkia		N	51	44
-1	streptokokkiapikaviljely		N	18	11
-1	streptokokkiviljely		N	9	9
-1	suhteellinentiheys		N	147	102
-1	suhteellinentiheys		A	25	17
-1	suhteellinentiheys(kval)		N	246	191
-1	suhteellinentiheys(kval)		A	60	53
-1	suhteellinentiheys,virtsasta,osatutk.		A	41	36
-1	sukupuolihormonejasitovaglobuliini	nmol/l	N	163	104
-1	sukupuolihormonejasitovaglobuliini	nmol/l	A	14	8
-1	suolis-is		A	15	14
3020013	suolis-is	u/l	A	212	193
-1	suolistoisoentsyymi	u/l	N	27	27
-1	suolistoisoentsyymi		N	11	11
-1	suolistoisoentsyymi	u/l	A	14	13
-1	suppealeikkausnäyte,kudosnos		A	32	28
-1	suupatologinenpad-tutkimus		N	35	34
-1	svalgodl.		N	29	27
-1	sw-cl	mmol/l	A	12	9
-1	sy-alitsariini-värjäys		N	14	13
-1	sy-bakteeri,värjäys		N	69	63
3021788	sy-diffi		N	2799	2047
-1	sy-diffi	granos	A	11	10
3035611	sy-eos	%	N	6	6
3010144	sy-eryt	e6/l	A	1057	818
3010144	sy-eryt	e6/l	HH	228	199
3010144	sy-eryt		N	165	137
3010144	sy-eryt	e6/l	H	394	332
3010144	sy-eryt		H	59	56
3010144	sy-eryt		HH	71	67
3010144	sy-eryt		A	37	36
3010144	sy-eryt	e6/l	N	56	54
3000475	sy-erytrosyytit	e6/l	N	15	14
3000475	sy-erytrosyytit	e6/l	A	11	10
3000475	sy-erytrosyytit		N	11	11
3020618	sy-gluk	mmol/l	A	9	9
3006571	sy-gran	%	A	532	379
3006571	sy-gran		A	82	73
3006571	sy-gran	%	H	30	28
3006571	sy-gran		N	14	14
3006571	sy-gran	%	N	8	8
3050238	sy-kide-o		N	2090	1689
3050238	sy-kide-o		A	506	428
-1	sy-kiteet(kval)		N	58	55
-1	sy-kiteet(kval)		A	19	19
3006571	sy-l/liusk	%	A	45	40
3006571	sy-l/liusk		N	23	22
3012215	sy-l/yksit	%	A	45	40
3012215	sy-l/yksit		N	23	22
3009015	sy-laktaat	mmol/l	A	199	167
3009015	sy-laktaat		N	35	29
3009015	sy-laktaat		A	18	18
3000475	sy-leuk	e6/l	H	247	219
3000475	sy-leuk	e6/l	A	4558	2781
3000475	sy-leuk		N	2661	1925
3000475	sy-leuk	e6/l	N	267	245
3000475	sy-leuk		A	550	459
3000475	sy-leuk	e9/l	A	14	13
-1	sy-leukosyytit,erittelylaskenta		N	12	12
-1	sy-leukosyytit,liuskatumaiset	%	A	58	52
-1	sy-leukosyytit,liuskatumaiset	%	H	17	15
-1	sy-leukosyytit,muut	%	N	9	9
-1	sy-leukosyytit,yksitumaiset	%	A	58	52
-1	sy-leukosyytit,yksitumaiset	%	L	17	15
3006571	sy-liuskat		A	17	16
3006571	sy-liuskat	%	A	50	43
3003329	sy-ly	%	N	17	17
3003329	sy-ly		N	14	14
3003329	sy-ly+mono	%	N	7	7
3012215	sy-monon	%	A	129	104
3003329	sy-mononuk	%	N	12	11
3003329	sy-mononuk		N	11	11
3012215	sy-mononukleaarisetleukosyytit,nivelnesteestä	%	N	7	7
-1	sy-mononukleaarisetsolut	%	N	18	17
-1	sy-mononukleaarisetvalkosolut	%	N	112	97
-1	sy-mononukleaarisetvalkosolut		N	14	12
3034891	sy-muutsol		N	10	10
3013166	sy-neut	%	A	211	106
3013166	sy-neut	%	N	8	8
3006571	sy-neut+eo	%	A	624	423
3006571	sy-neut+eo		A	64	58
3006571	sy-neut+eo	%	N	13	12
-1	sy-neut-eo		N	8	8
-1	sy-neutrofiilit	%	N	8	8
-1	sy-neutrofiilit,nivelnesteestä	%	H	35	28
-1	sy-neutrofiilitjaeosinofiilit	%	N	12	11
-1	sy-perust		N	25	25
-1	sy-perustutkimus		N	13	13
3006571	sy-polymorfologisetleukosyytit,nivelnesteestä	%	N	7	7
-1	sy-polymorfonukleaarisetvalkosolut	%	N	114	99
-1	sy-polymorfonukleaarisetvalkosolut		N	15	13
3036670	sy-prot	g/l	A	636	540
3036670	sy-prot		N	120	98
3036670	sy-prot		A	77	70
3036670	sy-prot	g/l	H	20	19
3036670	sy-prot	g/l	N	9	9
3036670	sy-prot		H	8	8
3024263	sy-sameus		A	329	184
3024263	sy-sameus		N	9	9
-1	sy-sameus,nivelnesteestä		A	48	35
-1	sy-solut	e6/l	A	1315	874
3044941	sy-solut		N	3013	2172
-1	sy-solut	e6/l	N	108	103
3044941	sy-solut		H	6	6
3044941	sy-solut		A	113	105
-1	sy-syto		N	9	9
-1	sy-ulkonäkö(kval)		N	6	6
-1	sy-unäkö-0		N	24	24
3024263	sy-unäkö-n		N	26	24
3024263	sy-unäkö-o		N	47	46
0	sy-un�k�-o		N	2619	1881
3001729	sy-väri		N	9	9
-1	sydän-javerisuonitautiriski		N	2373	2365
-1	sydän-javerisuonitautiriski		A	946	938
-1	sydäninfarktiriski		N	2788	2777
-1	sydäninfarktiriski		A	535	529
-1	syntest		N	39	38
-1	sytokromip4502c19,cyp2c19-g		N	8	8
-1	sytokromip4502d6variaatioid		N	8	8
-1	sähkönjohtokyky,virtsasta		N	10	7
-1	t-auttajasolujenosuus(määritettynäcd3+cd4+soluina)	%	N	285	222
-1	t-auttajasolujenosuus(määritettynäcd3+cd4+soluina)	%	A	380	155
-1	t-auttajasolujenosuus(määritettynäcd3+cd4+soluista)	%	A	20	12
-1	t-estäjäsolujenosuus(määritettynäcd3+cd8+soluina)	%	N	388	256
-1	t-estäjäsolujenosuus(määritettynäcd3+cd8+soluina)	%	A	277	122
-1	t-estäjäsolujenosuus(määritettynäcd3+cd8+soluista)	%	A	12	8
-1	t-lymfosyytit(auttaja,cd4)		N	15	14
-1	t-lymfosyytit(kaikki,cd3)		N	15	14
-1	t-lymfosyytit(tappaja,cd8)		N	15	14
-1	t-solujenosuus	%	N	313	205
-1	t-solujenosuus	%	A	382	208
-1	t18-riski		N	88	80
-1	tau-proteiini,217-fosforyloitu	ng/l	A	10	10
-1	tau-proteiini,217-fosforyloitu	ng/l	H	14	14
40766800	tb1		A	104	92
40766800	tb1	iu/ml	A	121	106
-1	tb1antigen-putki		N	619	593
-1	tb1antigen-putki	iu/ml	A	22	19
36304997	tb2		A	116	101
36304997	tb2	iu/ml	A	127	110
-1	tb2antigen-putki		N	621	595
-1	tb2antigen-putki	iu/ml	A	20	17
-1	tcm-cd4	%	A	17	14
-1	tcm-cd4		A	8	7
-1	tcm-cd8	%	A	12	12
-1	tcm-cd8		A	7	7
-1	tcra/b+,cd3+,cd4-,cd8-dnt-solut	%	N	9	8
-1	tcrg/d-cd3	%	A	10	7
-1	tem-cd4		A	7	7
-1	tem-cd4	%	A	10	10
-1	temra-cd4	%	A	14	12
-1	temra-cd8		A	8	8
-1	terveelläsydämellätöihinprojekti		N	45	45
-1	terveystarkastusseulontatutkimus		N	13	10
-1	terveystarkeipaastoa		N	139	133
-1	terveystarkpaasto		N	13	13
3001556	testo/shbg		A	242	193
3017446	testosteroni	nmol/l	N	199	131
3017446	testosteroni	nmol/l	A	48	41
-1	testosteroni,herkkä	nmol/l	N	70	58
-1	testosteroni,herkkä	nmol/l	L	24	22
-1	testosteroni,osatutkimus	nmol/l	N	58	45
-1	testosteroni,osatutkimus	nmol/l	A	17	15
3018301	testosteroni,vapaa	pmol/l	A	6	6
-1	testosteroni,vapaa,las	pmol/l	N	10	9
36032269	testosteroni,vapaa,laskettu	pmol/l	N	20	16
3018301	testosteroni,vapaa,laskettu,herkkämenetelmä	pmol/l	N	11	11
3027401	testosteroni,vapaa,prosentti	%	N	9	7
-1	testosteroni,vapaalask	pmol/l	N	757	616
-1	testosteroni,vapaalask	pmol/l	L	137	121
-1	testosteroni,vapaalask	pmol/l	H	19	17
36032269	testosteroni,vapaalaskettu	pmol/l	N	375	233
36032269	testosteroni,vapaalaskettu		N	89	59
36032269	testosteroni,vapaalaskettu	pmol/l	A	161	121
-1	testosteroni,vapaalaskettu(2736s-testovl)		N	17	17
-1	testosteroni,vapaalaskettu(6451s-testovl)		N	13	11
-1	testosteroni,vapaalaskettu(s-testovl)		N	100	57
-1	testovl	pmol/l	N	7	7
42528593	tif1y		N	26	26
-1	tilaatämähepatiittic-virus,vasta-aineet,osoitus		A	7	6
-1	tilavuus,keräysvirtsa	ml	N	70	52
-1	tilavuus,vuorokausivirtsa	ml	N	12	11
43055246	timeintherapeuticrange(sis.inr:n)	%	N	1032	80
43055246	timeintherapeuticrange(sis.inr:n)		N	371	134
-1	timotee	u/ml	A	140	128
-1	timotee		A	23	22
-1	timotee	u/ml	N	8	8
-1	timotee		N	25	24
3003888	timotei		A	204	195
3003888	timotei	u/ml	A	212	204
3003888	timotei		N	12	12
-1	timoteinsiitepöly(g6),ige-vasta-aineet	u/ml	A	37	37
3021337	tnipika	ug/l	A	10	8
-1	toinenlisälausuntoilmanlaboratoriotyötä		A	49	47
-1	tpmt-geeninnukleotidivariaatiot,dna-tutkimus		N	75	73
40763571	transf-sat	%	A	504	314
40763571	transf-sat		A	12	12
40763571	transferiininrautakyllästeisyys,seerumista,paastotilassa		A	23	21
-1	transferiininrautakyllästeisyys,seerumista,paastotilassa	paketti	N	16	14
-1	transferiininrautakyllästeisyys,seerumista,paastotilassa	osuus	A	67	53
40763571	transferiininrautakyllästeisyys,seerumista,paastotilassa		L	30	25
40763571	transferiininrautakyllästeisyys,seerumista,paastotilassa		H	8	7
3004789	transferriini	g/l	N	174	140
3004789	transferriini	g/l	L	27	17
3004789	transferriini	g/l	H	9	9
3004789	transferriini(4567fp-transf)	g/l	N	32	25
3004789	transferriini(fp-transf)	g/l	N	24	21
-1	transferriini(transf)	g/l	N	19	13
-1	transferriini,rautakyllästeisyys	paketti	N	89	79
40763571	transferriininrautakyllästeisyys	%	N	116	101
40763571	transferriininrautakyllästeisyys	%	A	703	530
40763571	transferriininrautakyllästeisyys(4606-trfesat)	%	N	6	6
40763571	transferriininrautakyllästeisyys(fp-)	%	N	438	361
40763571	transferriininrautakyllästeisyys(fp-)	%	A	158	135
40763571	transferriininrautakyllästeisyys(fp-)		N	14	14
