OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
-1	sinkki,seerumista	umol/l				8	8
-1	s-keliab,s-dgpabg					11	11
-1	s-keliab,s-ttgaba					11	11
-1	li-neurofilamentti,kevytketju					7	7
-1	-häirtek					7	7
-1	pd-bavikäs					196	67
-1	pt-ras-ekg					15	14
-1	b-farmakogenpaneeli,dna					17	17
-1	21625					54	54
-1	pt-ekg,12kytkentää,rytmi					15	14
-1	s-myeloperoksidaasi,vasta-aineet	u/ml				16	9
-1	staphylococcusaureus,metisilliiniresistentti,vilj.virtsa					10	10
-1	s-koivunsiitepöly(t3),ige-vasta-aineet	u/ml				22	22
-1	borreliaburgdorferi,vasta-aineet(lyme,vasta-aineet),seerumista					7	7
-1	s-ohkloro					13	11
-1	-herpessimplexjavaricellazostervirus,nukleenihappo(kval)					11	11
-1	b-bluedta					28	28
-1	immunofiksaatiotutkimus,virtsasta					18	16
-1	globuliinit,virtsa,elektroforeesifraktio,osatutk	mg/l				10	6
-1	albumiini,virtsa,elektroforeesifraktio,osatutk	mg/l				10	6
-1	proteiini,fraktiot,keräysvirtsasta					10	6
-1	immunofenotyypitys,veritauti,luuytimestä					19	18
-1	mycoplasmapneumoniae,igmvasta-aineet,osatutk					8	8
-1	cytomegalovirus,vasta-aineet,aviditeetti,kiinnittämätönosatutk.2727					11	9
-1	cytomegalovirus,iggvasta-aineet,osatutk.	u/ml				9	7
-1	cytomegalovirus,igmvasta-aineet,osatutk.					11	9
-1	pt-patologinkonsultaatio					24	22
-1	bm-alkudna					10	10
-1	bm-alkurna					8	8
-1	b-hemfuus					19	19
-1	b-hb-ief	form				10	10
-1	b-siklosporiinia,massaspektrometrinen	âug/l				33	17
-1	pf-diffmik					10	10
-1	metabolinenoireyhtymä-laboratoriotutkimukset					17	15
-1	bm-kit816					40	40
-1	tryptaasi,seerumi	ug/l				17	12
-1	ustekinumabi,pitoisuus	mg/l				49	35
-1	s-vadelme	u/ml				11	11
-1	s-e-vit	umol/l				10	8
-1	immunofiksaatio					14	13
-1	norovirus,nukleiinihappo(kval),uloste(osatutkimus)					6	6
-1	u-työpaikanhuumetutkimus4,sisältääalv					6	6
-1	u-bentsodiatsepiini(kval)					6	6
-1	u-opaatit(kval)					6	6
-1	infliksimabivasta-aineet,seerumista	au/ml				9	8
-1	bakteeri,viljely-janukleiinihappo(kval)ulosteesta					25	25
-1	e-combc3c					13	11
3035995	fs-alkalinenfosfataasi	u/l	u/l	Catalytic Concentration	1	114	59
-1	b-jcv-ab,tutkimusnäyte					9	9
-1	s-allergeeni,pölyerittely(phadiatop)/inhalations(pi)					18	18
-1	s-puu9ry	u/ml				17	17
-1	14257					9	9
-1	cp-crp-o					6	6
-1	s-bopeabg	responseequivalent				34	30
-1	p-troponiinii(kval),plasmasta					19	18
-1	hoihcg-0					14	14
-1	pt-autherm					52	50
-1	s-näyotst					85	7
3051714	fibriinind-dimeerit,plasmasta(4113p-fidd)			Mass Concentration		15	13
3019897	e-rdw,osatutkimus(e-rdw)			Ratio		8	7
3021589	b-erybla,osatutkimus(b-erybla)			Number Concentration		8	7
-1	glukoosi,pikatesti,veri(23251b-gluk-pt)					6	6
-1	-staphylococcusaureus,metisilliiniresistentti,jatkoviljely					31	19
3005772	bilirubiinikonjugaatit	umol/l	umol/l	Substance Concentration	1	33	24
-1	s-bp180ab					10	10
-1	sy-ulkonäkö					28	28
-1	polymorfologisetleukosyytit					14	14
-1	s-hcg-a					25	24
-1	s-kortisolirasitus,0-näyte	nmol/l				19	15
-1	pt-crh-r					29	22
-1	b-edta-put					19	19
3000219	s-insurab			Presence or Threshold		13	13
-1	s-aminors					28	24
-1	pt-lisäla5					6	6
-1	s-hsvcf	titre				14	14
-1	s-chlacf	titre				27	26
-1	-bakteeri,värjäys(sisältyytutkimukseen3491)					55	36
-1	hepyaba	u/ml				8	8
-1	hepyabg	u/ml				6	6
-1	enaab					44	34
3006999	rnpab			Arbitrary Concentration		47	37
3003721	smab			Arbitrary Concentration		47	37
3023939	ssaab			Arbitrary Concentration		46	36
3027450	ssbab			Arbitrary Concentration		47	37
-1	s-borrabm	titre				7	7
-1	4721ts-her2ish					37	37
-1	b-troponin-t,kvantitatiivinen-oma					18	15
-1	vb-happamuusaste,vierilaitteella	1				25	14
-1	vb-hiilioksidiosapaine,vierilaitteella	kpa				25	14
-1	vb-aktuaalibikarbonaatti,vierilaitteella	mmol/l				40	26
-1	vb-emäsylimäärä,vierilaitteella	mmol/l				37	24
-1	p-kloridi,vierilaitteella	mmol/l				38	25
-1	b-laktaatti,vieritutkimus	mmol/l				28	14
-1	p-glukoosi,vieritutkimus	1				29	15
-1	vb-ca	mmol/l				26	14
3024561	albumiini,plasma(alb)	g/l	g/l	Mass Concentration	1	16	16
-1	kalsium,albumiinikorjattu(p-ca-albk)					25	25
-1	tioguaani,veri	pmol/02ml				21	17
-1	b-paroksysmaalinennokturnaalinenhemoglobinuriatutkimusleukosyyteistä					15	15
3014620	s-t4	nmol/l	nmol/l	Substance Concentration	1	8	8
-1	-trichophytonmentagrophytes,nukleiinihappo					62	53
-1	u-infektio,tutkimuspaketti					37	32
3014791	p-lipob			Mass Concentration		25	24
-1	b-sprxkoe					45	19
-1	pglukoosi,0-näyte	mmol/l				17	15
3016701	p-glukoosi,2h	mmol/l	mmol/l	Substance Concentration	1	36	28
-1	uv-pco2					22	22
-1	uv-po2					23	23
-1	pt-unipolygrafiaunilaboratoriossa,ilmanlausuntoa					43	33
-1	6751					11	10
-1	f-ulosteenparasiitit,nukleiinihappo(kval),ulosteesta					13	9
-1	-d-dimqpik	mg/l				15	15
-1	b-frda-d					10	10
-1	fb-nh4-ion					69	52
-1	-ctgcnh,tk					154	86
-1	-ctnh,tk					154	86
-1	-gcnh,tk					154	86
-1	s-insuliininkaltainenkasvutekijä1(entsommedc	nmol/l				18	17
-1	kasvuhormoni	ug/l				23	13
-1	b-dnaeristys,veri					20	20
-1	-hhv8nho					36	30
-1	-leis-o					9	8
-1	-parapad					13	13
-1	u-jcvnh	u/ml				45	20
-1	b-c9orf72	form				12	12
-1	prolaktiini,seerumista	mu/l				50	43
-1	s-herpessimplexvirus,iggvasta-aineet	eiu				6	6
-1	vedolitsumabi,pitoisuusjavasta-aine-paketti					35	23
-1	s-verkoh					10	10
-1	s-veritapaturma,lähde					6	6
-1	ts-hemfuus					33	33
-1	s-b2gpabg	sgu				45	33
-1	23307					10	10
-1	urea,ennendialyysiä	mmol/l				141	32
-1	urea,dialyysinjälkee	mmol/l				133	32
-1	emäsylimäärä,koneveri					284	26
-1	krea-vt					8	8
-1	k-vt					8	8
-1	na-vt					8	8
-1	hummeri	u/ml				6	6
-1	lu-keuhkonhistol.tutk,parenkyymitaudinselvittely					20	18
-1	laktaatti,(verikaasulaite),kapillaariveri	mmol/l				8	8
-1	-hsv-ag					7	6
-1	b-vr-geno					9	9
3004593	s-asca-aba			Arbitrary Concentration		15	15
3008092	s-asca-abg			Arbitrary Concentration		16	16
3025839	-trigly			Substance Concentration		28	25
-1	reuma-dg					17	17
-1	u-huumlct	form				9	8
-1	-mrsevi					48	21
3027273	vbhco3pika	mmol/l	mmol/l	Substance Concentration	1	26	24
-1	s-rubellavirus,vasta-aineet					6	6
-1	tuhkarokkovirus,vasta-aineet,seerumista					7	7
-1	s-morbillivirus,igmvasta-aineet					14	14
-1	gynekologinenirtosolunäyte,hpvnhojaainanestep					20	19
-1	pt-irtosolututkimus,gynekologinen,lbc					24	23
-1	ca-ionvieri					31	26
3000963	hbvieri			Mass Concentration		36	28
-1	b-apolipoproteiini,dna-tutkimus					7	7
-1	vesirokkovirus,iggvasta-aineet	miu/ml				11	11
-1	s-allige,saksanpähkinä(ruoka-aine)/valnöt(födoämn)					13	13
-1	s-allige,pistaasi(manteli)/pistasch(mandel)					16	16
-1	s-ige-sse,pähkinäryhmä2/nötter2	u/ml				7	7
-1	s-allige,pekaanipähkinä/pekannöt					18	18
-1	s-rarah1eosatutkimus					19	19
-1	s-rarah2eosatutkimus					19	19
-1	s-rarah3eosatutkimus					19	19
-1	s-rarah9eosatutkimus					20	20
-1	s-immunoglobuliinie,maapähkinallerg.kom					6	6
-1	hasselpähkinä,allergeenikomponentit					6	6
-1	s-allige,maapähkinä/jordnötosatutkimus	u/ml				12	11
-1	s-allige,hasselpähkinä/hasselnötosa	u/ml				7	7
-1	s-allige,manteli/mandel	u/ml				7	7
-1	s-allige,kookospähkinä/kokosnöt					8	8
40771025	s-d-vitamiini-25-oh			Substance Concentration		19	19
-1	u-kalsium,virtsasta	mmol/l				11	10
-1	klotsapiini,seerumista	nmol/l				23	10
-1	desmetyyliklotsapiini,seerumista,osatutk.3964	nmol/l				22	9
-1	s-epstein-barrvirus,iggvasta-aineet,immuniteettitutkimus	u/ml				34	33
-1	p-hyytymistekijätutkimus,suppea					47	36
-1	s-tuma,vasta-aineet,immunoblotting-tekniikka					39	33
-1	li-polymorfonukleaarisetvalkosolut	%				38	29
-1	li-mononukleaarisetvalkosolut	%				38	29
-1	li-borrelia,vasta-aineetigmvarmistustutkimus	au/ml				9	9
-1	li-borrelia,vasta-aineetiggvarmistustutkimus					12	12
-1	pt-vs-oik					10	10
-1	b-jak2-geeninmutaatioanalyysi,dna-tutkimus					14	14
3022217	p-inr-pik	inr	inr	Relative time	1	8	7
-1	ab-standardibikarbonaatti					20	18
-1	p-interleukiini6	ng/l				15	15
-1	pt-gluk-r-,0-n	mmol/l				9	7
-1	pt-gluk-r-,1t	mmol/l				9	7
-1	pt-gluk-r-,2t	mmol/l				9	7
-1	n.ott.äit.					9	7
-1	b-tvk	form				11	10
-1	s-tyreotropiini,elinvasta-aineristireaktio					9	9
-1	lamotrigiini,seerumista	umol/l				24	15
-1	sk-sieniviljely,iho,kynsi,hiukset					11	11
-1	pt-ekg-hoi					20	13
-1	bm-luuydintutkimus,rautavärjäys					6	6
-1	p-antifaktorix-ak.(frag.hepar.estovaikut)	u/ml				37	14
3015171	tuma,liukoisetantigeenit(ena),vasta-aineet	u/ml	u/ml	Arbitrary Concentration	1	27	27
-1	verimaligniteetinimmunofenotyypitys,verestä					11	11
-1	b-p2y12					28	23
-1	af-muutsol	%				12	12
-1	b-tnt-o-vieri					24	19
-1	kol-hdl-suhde					20	19
-1	-tati					10	10
-1	resgns-seulonta					37	15
3025839	p-triglyseridit			Substance Concentration		7	7
-1	s-immunoglobuliini,kevytketju,vapaat,kappa-lambda					29	27
-1	s-vapaidenkappa-jalambdakevytketjumääritys					29	27
-1	levyepit					10	9
-1	välim.epit					10	9
-1	tubuluepit					11	10
-1	s-mpn-abm	s/co				9	8
-1	s-derp10e	u/ml				9	9
-1	munankeltu					11	10
3015024	p-gluk-1t			Substance Concentration		17	16
-1	l-neutrofiilit(konediffi)	%				26	21
-1	l-lymfosyytit(konediffi)	%				26	21
-1	l-monosyytit(konediffi)	%				26	21
-1	marevan-hoidonseur.tatesti,hoitoyksikkötekeesormenpäänäyte					168	13
-1	ts-terveyskeskuksenhistologinentutkimus					17	13
-1	b-fuus-mr	form				26	26
3005791	s-eosinofiilistengranulos.kationinenproteiini	ug/l	ug/l	Mass Concentration	1	12	9
-1	b-edta10					27	25
-1	s-hebpak					8	8
-1	ly-lytdiff					30	30
-1	b-leukdiffpikanäyte	e9/l				14	13
-1	p-lupdrvvt	ratio				10	10
-1	p-lupakptt	ratio				10	10
-1	p-sytomegalovirus,nukleiinihappo(kvant)	iu/ml				29	8
-1	s-hernee					26	26
-1	nu-gluk	mmol/12h				17	16
3023199	pf-leuk	e9/l	e6/l	Number Concentration	1000	49	47
-1	b-pvk	e9/l				39	31
-1	b-ketostix					27	22
-1	e-coombs,suora(kval)(polyspesifinen)					45	43
-1	e-anti-igg,e-coomb-oosatutkimus					15	15
-1	e-anti-c3d,e-coomb-oosatutkimus					15	15
-1	tau-proteiini,217-fosforyloitu	ng/l				37	37
-1	ubakt					9	9
-1	uepit	u/field				9	9
3051014	uleuk	u/field	u/field	Number Areic (per area)	1	9	9
-1	ulevy	u/field				9	9
-1	ulier	u/field				9	9
-1	fl-glue					44	30
-1	se-alb	g/l				6	6
-1	crp-quikread					14	9
-1	emäsylimäärä,venaverestä,osatutk.	mmol/l				31	21
-1	aktuaalibikarbonaatti,venaverestä,osatutk.	mmol/l				62	30
-1	hemoglobiini,venaverestä,osatutk	g/l				62	30
-1	kalsium,ionisoitunut,ph7.4-korjattu,venaverestä,osatutk	mmol/l				62	30
-1	kalsium,ionisoitunut,venaverestä,osatutk	mmol/l				62	30
-1	verikaasuanalyysi,laaja,laskimoverestä					63	30
-1	happamuusaste,venaverestä,osatutk					54	29
-1	emäsylimäärä,venaverestä,osatutk.					32	14
-1	strepapikatesti					11	11
-1	bakteeri,nukleiinihappo(kvant),ientaskusta					10	10
-1	pöly-s	u/ml				13	13
-1	s-pajue	u/ml				42	42
-1	s-tammie	u/ml				33	33
-1	suunalueenkoepala					11	9
-1	b-hcm-d					6	6
-1	glukoosi(gluk.ras0)	mmol/l				11	11
-1	glukoosi(gluk.ras2h)	mmol/l				11	11
-1	keramidit,sydänkohtausriskitesti					13	13
-1	diabetesriski					12	12
-1	-tricnh0					19	19
3024561	p-albumiini			Mass Concentration		52	49
-1	p-tthus					6	6
-1	p-at3hus					6	6
-1	neutrofiilit+eosinofiilit,ask					50	13
-1	muutsolut,askitesneste					101	42
-1	mononukleaarisetsolut,askite					50	13
-1	b-lyppds					16	16
-1	covid-19vasta-aineet,laajatutk					6	6
-1	u-nitritti(kval)					16	16
-1	p-cytomegalovirus,nukleiinihappo,(kvant)	iu/ml				102	19
-1	pt-ehlisla					7	7
-1	b-myd88-d					38	36
-1	pt-vaativainhalaatiohoito					114	12
-1	p-mitotan					18	8
-1	p-adrenokortikotropiini					30	25
-1	slco1b1-geeninc.521t>cvariaatiotutkimus					18	18
-1	sytokromip4502d6variaatioidendna-tutkimus,veri					18	18
-1	u-oksikct					16	6
3004982	s-bupre	ng/ml	ug/l	Mass Concentration	1	44	19
-1	s-norbup					21	11
-1	matolm					13	11
-1	b-erytrosyytit,normoblastit,mikroskopointi					22	16
-1	alkopuhal					26	8
-1	colonoskopialähete					7	7
-1	p-omagluk,potilasmittaringlukoosi					16	15
-1	pt-pentaca					425	30
-1	prolaktiini,makro,seerumista					10	10
-1	l-lymfosyytit,suhde	%				31	23
-1	l-monosyytit,suhde	%				31	23
-1	l-neutrofiilit,suhde	%				31	23
-1	s-borabjtm					7	7
-1	u-mukon					10	7
-1	u-spma					25	15
-1	fenyylimerkaptuurihappo					6	6
-1	bm-mrdpfc	%				13	11
-1	-dna-läh					12	12
-1	s-munaryh	u/ml				23	22
-1	s-taatele	u/ml				6	6
-1	s-leukabij					23	9
-1	s-leukabi					34	9
-1	di-eryt					43	18
-1	di-l/liusk					22	13
-1	di-l/yksit					22	13
3020460	b-crppika	mg/l	mg/l	Mass Concentration	1	17	15
-1	s-caspek					12	12
-1	s-cora1e					13	13
-1	s-cora8e					14	14
-1	c-reaktiivinenproteiini(kval)	mg/l				17	15
-1	s-omega-6-rasvahapot					7	7
-1	s-monityydyttymättömätrasvahapot					10	9
-1	s-omega-6-rasvahappojensuhdekokonaisrasvahappoi					7	7
-1	s-monityydyttymättömienrasvahappojensuhdekokon					10	9
-1	b-tryp-o					9	7
-1	forfatidyylietanoli,verestä	umol/l				13	9
-1	fp-parathormoni					31	26
-1	gluk-ro-n	mmol/l				11	10
3037522	tumavasta-aineet(ana)			Titer		14	14
-1	f-rot/ade					24	22
3027475	li-erytrosyytit			Number Concentration		17	17
-1	s-gangliosidi,vasta-aineet					14	13
-1	s-vankomysiini					16	9
-1	takrolimuusi,massaspektrometrinen	ug/l				220	23
-1	leukosyyttivasta-aineet,igg,seulonta					16	6
-1	emäsylimäärä,kapillaariverestä,osatutk.					12	10
-1	s-timoteinsiitepöly(g6),igevasta-aineet					25	24
-1	s-koiranhilse(e5),igevasta-aineet					25	25
-1	vieri-hb					8	7
-1	b-cx26l-d					6	6
-1	munuaisenhistologinentutkimus					26	21
-1	-c-reaktiivinenproteiini(kval)					14	10
-1	keliakiatutkimus					45	43
-1	pt-vp-plel					36	31
-1	glycopha.d	u/ml				12	12
-1	tyrophag.p	u/ml				16	16
-1	d.microcer	u/ml				8	8
3002173	ab-chb			Mass Concentration		28	25
-1	sy-muut	%				18	15
-1	p-fibriinind-dimeeri,vieritutkimus	mg/l				11	8
-1	s-t4vvert	pmol/l				12	12
-1	hyytymistekijäviii,plasma	%				37	36
-1	hyytymistekijäx	%				13	13
-1	vuototaipumuksenselvittely,plasma					26	25
-1	b-jak2-qd					29	17
-1	s-glukr0h	mmol/l				8	7
3016701	s-glukr2h	mmol/l	mmol/l	Substance Concentration	1	11	11
-1	ihonepiteelinvasta-aineet					14	14
-1	bakteeriviljely,laaja,nielueritteestä					9	9
-1	epiteelisolut	e6/l				14	10
-1	partikkelienperuslaskenta					17	14
3026782	osmolaliteetti,estimoitu	mosm/kgh2o	mosm/kgh2o	Osmolality	1	7	6
-1	s-aqp4ab	titre				20	16
-1	s-hivnep					14	14
-1	p-troponiinitpika,hoitoyksiköt	ng/l				26	24
3045759	p-histam			Substance Concentration		42	28
-1	s-vzv-abm					17	17
-1	oma-spirod					12	12
-1	calprotectinulosteesta	ug/g				27	23
-1	bl-bal-ind					27	25
-1	p-psa-suh	ratio				8	8
-1	väsymyssuppea					28	28
-1	autoimmuunienkefaliitti,vasta-aineet,seerumi					10	9
-1	neuronaalisetautovasta-aineet,likvor					12	12
-1	p-troponiinit(kval),pika					14	14
-1	ab-happamuusaste-vt					11	10
-1	ab-hiilidioksidiosapaine-vt					10	9
-1	ab-happiosapaine-vt					12	11
-1	ab-aktuaalibikarbonaatti-vt					12	11
-1	b-c-reaktiivinenproteiini	mg/l				29	25
-1	b-pseudotrombosytopenianselvittely					15	14
-1	ts-kolonoskopianäytteenhistologinentutkimus,1-3eriteltyäpientänäytettä					22	22
3037551	vertca12-5	u/ml	u/ml	Arbitrary Concentration	1	15	13
-1	-covid-19-koronavirustauti,nho(kval)ostopalvelu					9	9
3001784	s-psa-v	%	%	Mass fraction	1	63	50
-1	neurogenetiikanerikoistutkimu					6	6
-1	fl-streptococcusagalactiae(b),nukleiinihappo(kval),kiireellisenä					68	63
-1	omab-keto					14	13
-1	s-riab					25	25
-1	li-yoab					7	7
-1	s-zoonvab					7	7
3027859	s-formale	u/ml	u/ml	Arbitrary Concentration	1	8	8
-1	s-ige3pölsatadiag					7	7
-1	s-alkalinenfosfataasi,luustoper.isoentsyymi(ele	u/l				6	6
-1	s-alkalinenfosfataasi,maksaper.isoentsyymi(ele	u/l				6	6
-1	b-niptsup					15	15
-1	s-dengue-jazikavirus,pakettitutkimus					8	8
-1	s-denguevirus,antigeeni					8	8
-1	s-zikavirus,igm-vasta-aineet					10	9
-1	s-campylobacter,iggvasta-aineet					8	8
-1	s-campylobacter,igavasta-aineet					13	13
-1	p-epstein-barrvirus,nukleiinihappo,kvantitatii					72	53
-1	pt-expkond					10	10
-1	proteiini,fraktiot,virtsasta					23	23
-1	rotemkuva					25	20
-1	risperidoni					10	7
-1	desmetyylivenlafaksiini	nmol/l				22	17
43054952	bm-cbfb-qr			Number Ratio		88	8
-1	s-sytomegalo-viruksen,igg-aviditeettitutkimus					16	10
-1	s-sytomegalovirus,vasta-aineet(eia)					19	12
-1	s-sytomegalo,igmvasta-aine					16	10
-1	ts-molpat					6	6
-1	-albumiini	g/l				24	20
-1	pf-adenosiinideaminaasi	u/l				30	22
-1	pf-lysotsyymi	mg/l				11	8
-1	folaatti					21	19
-1	fs-apob/a1-suhde					22	21
-1	tark3(paasto)					18	17
-1	s-b-hcg/d	ug/l				39	38
3046870	s-ttgabg	eliau/ml	u/ml	Arbitrary Concentration	1	34	32
-1	as-albumiini	g/l				16	12
-1	as-glukoosi	mmol/l				15	13
-1	as-proteiini	g/l				11	9
-1	pt-glomerolussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2				19	16
-1	-kelia-m					28	28
-1	p-fibriinind-dimeerit,pika					7	7
-1	ts-rintasyövänreseptoritutkimus					22	19
-1	her-2,onkogeeni,ish-tutkimus					23	21
-1	ln-vartijaimusolmuketutkimus(sentinelnode)					12	11
-1	b-fibriinind-dimeerit					28	27
-1	14175	ug/l				115	7
-1	s-formige	u/ml				19	19
-1	muulaskutusosoite					18	10
-1	naisenlaajatutkimuspaketti					16	16
3020047	s-hibab			Mass Concentration		49	40
-1	ascites					30	24
-1	tyreoideaperoksidaasi,vasta-aineet,seerumi	u/ml				27	24
-1	partikkelienperuslaskenta,koneellinen,virtsasta					9	9
-1	b-abo-jarh-veriryhmämääritysjavasta-aineiden					6	6
-1	s-neuronaalisetautovasta-aineet					31	25
-1	immunoglobuliinig,alaluokat,seerumista					57	36
-1	ex-syto-2					57	27
-1	b-hla2srk					10	10
-1	sprno					6	6
-1	stpnag					60	59
-1	b-tlr-d					40	40
-1	tlr1gt					15	15
-1	tlr2gt					15	15
-1	tlr3gt					15	15
-1	tlr4gt					15	15
-1	il17agt					15	15
-1	b-hivnhre					8	7
-1	b-tioguaniini					14	11
-1	p-fgf23	kru/l				27	17
-1	af-un�k�-o					12	11
-1	af-ly	%				10	10
-1	s-tyreoglobuliinivasta-aineet,osatutkimus					26	21
-1	ps-straagh					29	27
-1	s-mpnabcf	titre				14	14
-1	pu-bakteeri,viljely2,(aerobiviljely,pintamärkä)					22	18
-1	magnesium(mg)	mmol/l				9	9
-1	cbpco2pika					9	9
-1	u-huume-jalääkeaineseulonta,kval.,virtsasta					37	26
-1	u-kreatiniini,virtsasta,huumeseulonta	mmol/l				36	25
-1	b-huuml					11	11
-1	s-amppake					7	7
3005772	p-bilirubiini(ko)	umol/l	umol/l	Substance Concentration	1	16	16
3013826	p-glukoosi,plasma	mmol/l	mmol/l	Substance Concentration	1	32	18
-1	s-alkalinenfosfataasi,muut(elektrof)	u/l				33	32
-1	bm-immunofenotyypitys,veritauti,luuytimestä					11	9
-1	fs-ttpakc					14	13
-1	pt-glukoosi-koe,oraalinen,(0,2h)(ko)					18	18
-1	u-huumeseulonta,hoitoyksiköt					8	6
-1	u-fentanyyli(kval)					8	6
-1	msi					6	6
-1	kudoksenpikaleiketutkimus					10	10
-1	b-punasoluvasta-aineidentunnistus(neuvola),verestä					35	26
-1	laajangstuumoriprofilointidna+rna(523+55geeniä)					6	6
-1	b-perinnöllinenrinta-jamunasarjasyöpä,ngs-laajageenipaneeli					44	43
3018010	neutro			Number Fraction		26	25
-1	inflab+rsv					9	9
-1	u-kemseu-o					17	15
-1	b-1555-d					14	14
-1	u-epit-l					76	42
-1	u-epit-vm					56	37
-1	if-kuvio					19	18
-1	s-dnaaab					8	8
-1	as-ulkonäkö					10	7
-1	pf-neutrofiilitjaeosinofiilit					26	21
-1	pf-mononukleaarisetsolut					26	21
-1	s-aspergillusfumigatus,igevasta-aineet					21	20
-1	punasolujenkokojaukauma	%				26	26
-1	etyleeniglykoli(kaasukromat)					13	13
-1	etanoli(kaasukromat)					10	10
-1	b-modymut					7	7
-1	s-acrkilg					8	8
-1	s-cladclg					16	16
-1	s-fusmong					10	10
-1	s-statrag					15	15
-1	s-trvirig					13	13
-1	g-etoh-o	promille				63	30
-1	s-dehydroepiandrosteroni,sulfaatti	umol/l				29	27
-1	p-luakrvw					17	16
-1	fs-eläterv					16	16
-1	b-dtd-d					11	11
-1	sikiönkehityshäiriöidenseulonta,1.trimesteri,seerumista					17	17
-1	21848					11	10
-1	luuntiheysmittaus,2kohdetta(nk6qa),ilmanlausuntoa					13	13
-1	p-vonwillebrandtekijä,aktiivisuus(gpibsitout)	%				15	14
-1	fs-reumafaktori,määritys	kiu/l				6	6
-1	borreliaburgdorferi,nhosoitus,muukuinverinäyte					11	11
-1	11678	u/ml				16	16
3029187	p-natriureettinenpeptidi,b-tyypinn-termin.prop			Mass Concentration		10	9
-1	b-trombosyytit,sitraattiveri					14	12
-1	u-sytoa					19	11
-1	s-dnavasta-aineet(natiivi),jatkotutkimus					26	20
-1	dna,natiivi,vasta-aineet,seerumista	iu/ml				27	15
-1	-pikornavirus,nukleiinihappo					7	7
-1	-infavirus,nukleiinihappo					7	7
-1	-adenovirus,nukleiinihappo					47	47
-1	-parainf.virus,nukleiinihappo					7	7
-1	-bokavirus,nukleiinihappo					7	7
-1	-infbvirus,nukleiinihappo					7	7
-1	-resp.synsytiaalivirus,nukleiinihappo					7	7
-1	-metapneumovirus,nukleiinihappo					7	7
-1	-koronavirus,nukleiinihappo					7	7
-1	näytteenottomaksus.					38	18
-1	s-ypstu3	titre				6	6
-1	p-lupusak	form				9	9
-1	smpoabg					11	11
3007220	fp-ck	u/l	u/l	Catalytic Concentration	1	70	46
-1	neutrofiilisetleukosyytit	%				15	15
3017732	neutrofiilisetleukosyytitmd	e9/l	e9/l	Number Concentration	1	15	15
-1	b-monosyytitabsoluuttinenmäärä					15	15
-1	b-eosinofiilitabsoluuttinenmäärä	e9/l				15	15
-1	b-basofiilitabsoluuttinenmäärä					15	15
40762119	s-rnp70	u/ml	u/ml	Arbitrary Concentration	1	11	10
-1	b-tblfng	iu/ml				27	24
-1	verenm.tuberculosis-herkistyneetsolut,gammainterferoni,eritys	iu/ml				8	8
-1	retikulosyyttienhemoglobiiniekvivalentti	pg				6	6
-1	-kotikäy					12	9
-1	-tschnho					14	12
-1	-ngypnho					14	12
-1	-cparnho					14	12
-1	-sbrenho					14	12
-1	-pandnho					14	12
-1	kolonoskopia-näyte,suolisto-syöpäseulonta					15	14
-1	pt-ekg-72a					19	18
-1	s-belacte	u/ml				73	46
-1	s-lakalbe	u/ml				79	50
-1	9928aspartaattiaminotransferaasi,plasmasta					7	6
-1	p-ked.	mmol/l				344	12
-1	p-naed.	mmol/l				306	11
-1	p-kreaed	umol/l				227	11
-1	fp-ureaed	mmol/l				161	11
-1	fp-ureajd	mmol/l				153	8
-1	p-kjd.	mmol/l				160	9
-1	p-najd.	mmol/l				154	8
-1	p-kreajd	umol/l				153	8
-1	di-l/liusk	%				23	9
-1	di-l/yksit	%				23	9
-1	pt-keualug					80	76
-1	-aspeag	index				25	22
-1	e-glyshem					8	6
-1	e-g6pd					21	17
-1	s-hepatiittib-virus,e-antigeenija-vasta-aineet					7	6
-1	14143					32	32
-1	14144					39	38
-1	14145					42	41
-1	14146					41	40
-1	14147					17	17
-1	14148					16	16
-1	14149					19	19
-1	14150					19	19
-1	14151					17	17
-1	14152					16	16
-1	14153					16	16
-1	14154					16	16
-1	u-vre-vi					8	7
-1	puhvastaus					16	15
-1	f-campylobacter,nukleiinihappo(kval),osatutk.					11	11
-1	f-yersinia,nukleiinihappo(kval),osatutk.					9	9
-1	f-adenovirus,nukleiinihappo(kval),osatutk.					12	12
-1	f-rotavirus,nukleiinihappo(kval),osatutk.					12	12
-1	f-sapovirus,nukleiinihappo(kval),osatutk.					12	12
-1	f-cryptosporidiumspp.(c.parvum/c.hominis)nukl.haponos					10	10
-1	osatutk.					28	13
-1	f-epec(enteropatogeeninene.coli),nukleiinihappo(kval),osatutk.					11	11
-1	f-vibriovulnificusnukleiinihappo(kval),osatutk.					11	11
-1	f-vibrioparahaemolyticusnukleiinihappo(kval),osatutk.					10	10
-1	f-cyclosporacayetanensis,nukleiinihappo(kval),osatutk.					9	9
-1	bronkoalveolaarinenhuuhtelunäyte,solututkimus					62	60
-1	9120e-punasolujenkokojakauma	%				6	6
-1	varfariininannostukseenliittyvätvkorc1-jacyp2cp-geenivaritaatiot					14	14
-1	u-kannabis,varmistus					33	30
-1	p-tromboplastiiniaika,inrtulostus					201	25
